accX,accY,accZ,angleX,angleY,angleZ
-0.15362787,-1.6856792,-0.71613884,0.025198191,0.96883225,1.8084666
-0.53265464,-1.2565553,-0.2104311,-0.12996158,0.8735373,1.7327193
-0.53265464,-1.2565553,-0.2104311,-0.12996158,0.8735373,1.7327193
-0.6768333,-1.1587708,0.8838825,-0.17944166,0.8051204,1.7253889
-0.6768333,-1.1587708,0.8838825,-0.17944166,0.8051204,1.7253889
-0.15612108,-1.2372773,1.9364529,-0.19165897,0.820392,1.7272215
-0.15612108,-1.2372773,1.9364529,-0.19165897,0.820392,1.7272215
-0.049647033,-1.407392,2.8474855,-0.14095716,0.9425651,1.7052304
-0.049647033,-1.407392,2.8474855,-0.14095716,0.9425651,1.7052304
-0.30832654,-1.4695086,1.6502209,0.06490443,1.1753048,1.7400496
-0.30832654,-1.4695086,1.6502209,0.06490443,1.1753048,1.7400496
-0.14188325,-1.1100152,-0.6985197,0.18829921,1.1960741,1.8231273
-0.14188325,-1.1100152,-0.6985197,0.088728175,0.96944314,1.8487836
-0.19949704,-1.0164824,-0.9845381,0.088728175,0.96944314,1.8487836
-0.19949704,-1.0164824,-0.9845381,0.088728175,0.96944314,1.8487836
-0.20043302,-1.0509567,-0.96701527,-0.123242065,0.92057395,1.8646661
-0.20043302,-1.0509567,-0.96701527,-0.123242065,0.92057395,1.8646661
-0.06908494,-1.2042277,0.87388897,-0.25030205,0.9841039,1.8677205
-0.06908494,-1.2042277,0.87388897,-0.25030205,0.9841039,1.8677205
-0.14203525,-1.4500809,1.4614267,-0.28389964,0.9309586,1.8829921
-0.14203525,-1.4500809,1.4614267,-0.28389964,0.9309586,1.8829921
0.004668534,-1.5829997,2.0703392,-0.27107146,0.87964594,1.947133
0.004668534,-1.5829997,2.0703392,-0.27107146,0.87964594,1.947133
0.06632966,-1.7030113,2.2713041,-0.20998493,1.0195341,1.9929478
0.06632966,-1.7030113,2.2713041,-0.20998493,1.0195341,1.9929478
-0.22821522,-1.7380064,1.20292,-0.11102476,1.2394456,2.0607538
-0.22821522,-1.7380064,1.20292,-0.11102476,1.2394456,2.0607538
-0.35951495,-1.8423297,-0.0907259,-0.040775254,1.2266175,2.1798725
-0.35951495,-1.8423297,-0.0907259,-0.040775254,1.2266175,2.1798725
-0.187136,-1.8485363,-0.38187218,-0.050549097,1.0958922,2.2983804
-0.187136,-1.8485363,-0.38187218,-0.050549097,1.0958922,2.2983804
-0.187136,-1.8485363,-0.38187218,-0.08353582,1.0360274,2.3857343
0.06806862,-1.7788708,-0.056796074,-0.08353582,1.0360274,2.3857343
0.033514023,-1.7992141,-0.04955864,-0.13057245,1.0250319,2.405282
0.033514023,-1.7992141,-0.04955864,-0.13057245,1.0250319,2.405282
0.5609084,-1.3576229,-0.07727909,-0.21181752,1.0140363,2.3258693
0.5609084,-1.3576229,-0.07727909,-0.26007587,1.0268645,2.3118196
-0.22117609,-1.6587663,1.0699034,-0.26007587,1.0268645,2.3118196
-0.22117609,-1.6587663,1.0699034,-0.26007587,1.0268645,2.3118196
-0.38873512,-1.8431761,1.601222,-0.22464569,1.0720685,2.3790147
-0.38873512,-1.8431761,1.601222,-0.22464569,1.0720685,2.3790147
-0.3398022,-1.8310196,1.113019,-0.13912456,1.1276573,2.4449883
-0.3398022,-1.8310196,1.113019,-0.13912456,1.1276573,2.4449883
-0.19996583,-1.6882412,0.81249905,-0.16233744,1.128879,2.4791965
-0.19996583,-1.6882412,0.81249905,-0.16233744,1.128879,2.4791965
-0.15640825,-1.7190158,1.2018175,-0.22708915,1.138042,2.4914138
-0.15640825,-1.7190158,1.2018175,-0.22708915,1.138042,2.4914138
-0.34705967,-1.7680032,1.5309439,-0.23625213,1.1801916,2.5152376
-0.34705967,-1.7680032,1.5309439,-0.23625213,1.1801916,2.5152376
-0.36264592,-1.754924,1.5231781,-0.21120666,1.251052,2.5622742
-0.36264592,-1.754924,1.5231781,-0.21120666,1.251052,2.5622742
-0.31481057,-1.7036488,0.7078943,-0.24113905,1.2290609,2.5848763
-0.31481057,-1.7036488,0.7078943,-0.24113905,1.2290609,2.5848763
-0.2771958,-1.9138889,0.99127865,-0.3352123,1.1563679,2.576935
-0.2771958,-1.9138889,0.99127865,-0.3352123,1.1563679,2.576935
-0.41166198,-2.477109,1.5597115,-0.42439863,1.169807,2.5573874
-0.41166198,-2.477109,1.5597115,-0.42439863,1.169807,2.5573874
-0.76132894,-3.0728352,2.071126,-0.4280638,1.2443326,2.5891523
-0.76132894,-3.0728352,2.071126,-0.4280638,1.2443326,2.5891523
-1.0981733,-3.3240733,1.4977894,-0.15439619,1.2333369,2.7284296
-1.0981733,-3.3240733,1.4977894,-0.15439619,1.2333369,2.7284296
-1.2889827,-3.2047486,-0.100551605,0.11988231,1.0861185,2.866485
-1.2889827,-3.2047486,-0.100551605,0.11988231,1.0861185,2.866485
-1.0678273,-2.4850755,-0.93602467,0.13698652,0.83077675,2.931237
-1.0678273,-2.4850755,-0.93602467,0.13698652,0.83077675,2.931237
-0.42207727,-1.7110188,-0.8993759,-0.049938235,0.7654142,2.8823676
-0.42207727,-1.7110188,-0.8993759,-0.049938235,0.7654142,2.8823676
0.17696911,-1.2086174,0.5663004,-0.3119994,0.729984,2.68628
0.17696911,-1.2086174,0.5663004,-0.3119994,0.729984,2.68628
0.17696911,-1.2086174,0.5663004,-0.33582318,0.7110472,2.4174993
-0.0014238954,-1.3622465,2.6229248,-0.33582318,0.7110472,2.4174993
-0.4044722,-1.5560377,3.2934065,-0.14034629,0.8222246,2.259896
-0.4044722,-1.5560377,3.2934065,-0.14034629,0.8222246,2.259896
-0.47452977,-1.3629351,2.4705086,0.045356743,0.98899084,2.1725423
-0.47452977,-1.3629351,2.4705086,0.045356743,0.98899084,2.1725423
-0.47963703,-1.1924133,1.4597168,0.11133019,1.1221595,2.0619757
-0.47963703,-1.1924133,1.4597168,0.11133019,1.1221595,2.0619757
-0.6240236,-1.0941675,0.7279835,0.11071932,1.2284501,1.9532416
-0.6240236,-1.0941675,0.7279835,0.11071932,1.2284501,1.9532416
-0.97940725,-1.1293194,0.045306206,0.09972375,1.2889256,1.8396207
-0.97940725,-1.1293194,0.045306206,0.09972375,1.2889256,1.8396207
-1.2055786,-1.222513,-0.40533924,0.05024367,1.3005321,1.783421
-1.2055786,-1.222513,-0.40533924,0.05024367,1.3005321,1.783421
-0.98675746,-1.2328737,-0.08267498,-0.01450805,1.1893547,1.7534887
-0.98675746,-1.2328737,-0.08267498,-0.01450805,1.1893547,1.7534887
-0.97218394,-1.392096,0.5253086,-0.071318515,1.146594,1.7046194
-0.97218394,-1.392096,0.5253086,-0.071318515,1.146594,1.7046194
-1.2548654,-1.7984662,0.9843569,-0.07009678,1.1643091,1.7107282
-1.2548654,-1.7984662,0.9843569,-0.07009678,1.1643091,1.7107282
-1.1175046,-1.89431,1.1255951,0.0050396384,1.1319333,1.7907515
-1.1175046,-1.89431,1.1255951,0.0050396384,1.1319333,1.7907515
-0.62217873,-1.585737,0.7026491,0.088728175,1.0983357,1.8536706
-0.62217873,-1.585737,0.7026491,0.088728175,1.0983357,1.8536706
-0.47087914,-1.3507166,0.4369774,0.09911288,1.0598512,1.8322903
-0.47087914,-1.3507166,0.4369774,0.09911288,1.0598512,1.8322903
-0.44306174,-1.3800936,0.45317936,0.06856962,1.073901,1.7553213
-0.44306174,-1.3800936,0.45317936,0.06856962,1.073901,1.7553213
-0.6400711,-0.9624386,-0.52562046,-0.02611449,1.0213667,1.6569719
-0.6400711,-0.9624386,-0.52562046,-0.02611449,1.0213667,1.6569719
-0.7899385,-1.4064622,0.6523485,-0.25213462,0.9272934,1.6233743
-0.7899385,-1.4064622,0.6523485,-0.25213462,0.9272934,1.6233743
-0.68896395,-1.9708648,2.6716871,-0.32727104,1.0158689,1.642922
-0.68896395,-1.9708648,2.6716871,-0.32727104,1.0158689,1.642922
-0.7896105,-2.2471793,2.3807192,-0.0926988,1.2241739,1.7235563
-0.7896105,-2.2471793,2.3807192,-0.0926988,1.2241739,1.7235563
-0.644887,-2.02276,0.41073704,0.14309518,1.2644911,1.8726074
-0.644887,-2.02276,0.41073704,0.14309518,1.2644911,1.8726074
-0.3353423,-1.4419446,-1.5379128,0.1815797,1.2034045,1.9550742
-0.3353423,-1.4419446,-1.5379128,0.1815797,1.2034045,1.9550742
-0.18894744,-1.0352492,-1.9927578,-0.034055736,1.1221595,1.983174
-0.18894744,-1.0352492,-1.9927578,-0.034055736,1.1221595,1.983174
-0.18466258,-0.91388345,-0.7904663,-0.24358252,0.9578367,1.9483547
-0.18466258,-0.91388345,-0.7904663,-0.24358252,0.9578367,1.9483547
-0.16826534,-1.0256476,0.34781933,-0.35720345,0.956615,1.9263636
-0.16826534,-1.0256476,0.34781933,-0.35720345,0.956615,1.9263636
0.24511617,-1.0266275,1.2308836,-0.4427246,0.8949176,1.9251418
0.24511617,-1.0266275,1.2308836,-0.4427246,0.8949176,1.9251418
0.34677565,-1.2587516,2.4335365,-0.4897612,0.8374963,1.8939877
0.34677565,-1.2587516,2.4335365,-0.4897612,0.8374963,1.8939877
-0.19025427,-1.6259577,3.2601366,-0.4512767,0.9242391,1.8939877
-0.19025427,-1.6259577,3.2601366,-0.4512767,0.9242391,1.8939877
-0.75455254,-2.0954125,3.0290365,-0.300393,1.0910053,2.0357084
-0.75455254,-2.0954125,3.0290365,-0.300393,1.0910053,2.0357084
-0.103506505,-1.7785378,1.7929192,-0.11285736,1.2260065,2.251344
-0.103506505,-1.7785378,1.7929192,-0.11285736,1.2260065,2.251344
0.30054832,-1.6621387,0.07850647,-0.01695151,1.2180653,2.349693
0.30054832,-1.6621387,0.07850647,-0.01695151,1.2180653,2.349693
0.8999367,-1.4117274,0.093509674,-0.06582073,1.0891727,2.405282
0.8999367,-1.4117274,0.093509674,-0.06582073,1.0891727,2.405282
1.0306123,-1.4325795,0.28746223,-0.04016439,1.0231993,2.3857343
1.0306123,-1.4325795,0.28746223,-0.04016439,1.0231993,2.3857343
0.9712728,-1.4889779,-0.22706509,0.004428773,0.9841039,2.3564126
0.9712728,-1.4889779,-0.22706509,0.004428773,0.9841039,2.3564126
0.82895154,-1.3985257,-0.5465765,-0.14767668,1.0861185,2.3289237
0.82895154,-1.3985257,-0.5465765,-0.14767668,1.0861185,2.3289237
0.8189255,-1.395186,-0.5490742,-0.32360587,1.1502593,2.2898283
0.8189255,-1.395186,-0.5490742,-0.32360587,1.1502593,2.2898283
-0.24093497,-1.925384,0.50364494,-0.3474296,1.0726794,2.3301454
-0.24093497,-1.925384,0.50364494,-0.3474296,1.0726794,2.3301454
-0.12043297,-1.9074464,1.0749712,-0.2582433,1.006095,2.4181101
-0.12043297,-1.9074464,1.0749712,-0.2582433,1.006095,2.4181101
-0.29558283,-1.9389944,0.7795725,-0.20082195,1.0641272,2.4572055
-0.29558283,-1.9389944,0.7795725,-0.20082195,1.0641272,2.4572055
-0.53064156,-1.997545,0.46255016,-0.25457808,1.1081096,2.4987442
-0.53064156,-1.997545,0.46255016,-0.25457808,1.1081096,2.4987442
-0.71422607,-2.156914,1.0424223,-0.32910365,1.0348058,2.5360072
-0.71422607,-2.156914,1.0424223,-0.32910365,1.0348058,2.5360072
-0.7489416,-2.1242182,1.0242567,-0.34376442,1.0372492,2.564107
-0.7489416,-2.1242182,1.0242567,-0.34376442,1.0372492,2.564107
-0.95518994,-2.634439,1.8645449,-0.3492622,0.98532563,2.6233609
-0.95518994,-2.634439,1.8645449,-0.3492622,0.98532563,2.6233609
-0.64405036,-2.7092934,2.691288,-0.29611692,0.91751957,2.6868908
-0.64405036,-2.7092934,2.691288,-0.29611692,0.91751957,2.6868908
-0.3984456,-2.5949945,2.065752,-0.1470658,1.0445796,2.712547
-0.3984456,-2.5949945,2.065752,-0.1470658,1.0445796,2.712547
-0.5429386,-2.2601118,0.042546272,-0.05787948,1.1044444,2.6728408
-0.5429386,-2.2601118,0.042546272,-0.05787948,1.1044444,2.6728408
-0.5429386,-2.2601118,0.042546272,-0.12812899,0.88270026,2.5970936
-1.2860528,-2.3143244,0.057437897,-0.12812899,0.88270026,2.5970936
-1.4150913,-2.2821217,1.8214197,-0.10430524,0.5815437,2.5940392
-1.4150913,-2.2821217,1.8214197,-0.10430524,0.5815437,2.5940392
-0.50174147,-1.7130051,2.7069683,0.030695979,0.58032197,2.5744915
-0.50174147,-1.7130051,2.7069683,0.030695979,0.58032197,2.5744915
-0.12200326,-1.3228393,1.9879942,0.07284568,0.82894415,2.4010057
-0.12200326,-1.3228393,1.9879942,0.07284568,0.82894415,2.4010057
-0.4572152,-1.3133397,1.7335892,-0.0053450707,0.960891,2.1743748
-0.4572152,-1.3133397,1.7335892,-0.0053450707,0.960891,2.1743748
-1.1978498,-1.5214808,1.701251,0.05024367,1.0054842,2.0314324
-1.1978498,-1.5214808,1.701251,0.05024367,1.0054842,2.0314324
-1.5292972,-1.6482391,1.2698536,0.17608191,0.9975429,2.0350976
-1.5292972,-1.6482391,1.2698536,0.17608191,0.9975429,2.0350976
-1.4528602,-1.6791449,0.7959423,0.279929,0.9957104,2.0631974
-1.4528602,-1.6791449,0.7959423,0.279929,0.9957104,2.0631974
-1.1662078,-1.5335343,0.17856503,0.28237244,1.0067059,2.0522017
-1.1662078,-1.5335343,0.17856503,0.28237244,1.0067059,2.0522017
-0.8284433,-1.3779387,-0.06985664,0.16081028,1.0433578,1.9752327
-0.8284433,-1.3779387,-0.06985664,0.16081028,1.0433578,1.9752327
-1.0705029,-1.6395423,0.5756693,0.051465396,1.074512,1.887879
-1.0705029,-1.6395423,0.5756693,0.051465396,1.074512,1.887879
-1.4053667,-1.9814787,0.43808365,0.081397794,1.0842859,1.8860464
-1.4053667,-1.9814787,0.43808365,0.081397794,1.0842859,1.8860464
-1.1605812,-2.0434477,0.6644983,0.09483683,1.024421,1.9410243
-1.1605812,-2.0434477,0.6644983,0.09483683,1.024421,1.9410243
-0.89743066,-1.9092865,0.500597,0.124769226,1.0158689,1.9495764
-0.89743066,-1.9092865,0.500597,0.124769226,1.0158689,1.9495764
-0.87672305,-1.8111069,0.06984806,0.07895433,1.0525209,1.920255
-0.87672305,-1.8111069,0.06984806,-0.007788532,1.0311406,1.8933768
-0.91624,-1.7530458,-0.12635517,-0.007788532,1.0311406,1.8933768
-0.91624,-1.7530458,-0.12635517,-0.007788532,1.0311406,1.8933768
-0.68506205,-1.7310503,0.53932,-0.05665775,0.9560041,1.8701639
-0.68506205,-1.7310503,0.53932,-0.05665775,0.9560041,1.8701639
-0.68506205,-1.7310503,0.53932,-0.0022907446,0.9083566,1.8548924
-0.91268015,-1.9670811,1.0548172,-0.0022907446,0.9083566,1.8548924
-0.94820833,-1.884881,1.1645317,0.11255192,0.9431759,1.9104811
-0.94820833,-1.884881,1.1645317,0.11255192,0.9431759,1.9104811
-0.1373923,-1.0164104,-0.12786102,0.19257528,1.0213667,1.964848
-0.1373923,-1.0164104,-0.12786102,0.19257528,1.0213667,1.964848
0.5260912,-0.6426625,-0.46508884,-0.023060163,0.9615019,1.8463402
0.5260912,-0.6426625,-0.46508884,-0.023060163,0.9615019,1.8463402
-0.04667671,-1.284622,2.1542606,-0.30466905,0.9370673,1.666135
-0.04667671,-1.284622,2.1542606,-0.30466905,0.9370673,1.666135
-0.8148835,-1.7894971,2.7756968,-0.12751812,1.1178834,1.6679676
-0.8148835,-1.7894971,2.7756968,-0.12751812,1.1178834,1.6679676
-0.68616617,-1.8215868,0.6541462,0.2585487,1.174083,1.8842138
-0.68616617,-1.8215868,0.6541462,0.2585487,1.174083,1.8842138
0.21660571,-1.044097,-0.41312027,0.22861631,0.9651671,1.9532416
0.21660571,-1.044097,-0.41312027,0.22861631,0.9651671,1.9532416
0.45789135,-0.58910465,-0.29190254,-0.01817324,0.9645562,1.8597792
0.45789135,-0.58910465,-0.29190254,-0.01817324,0.9645562,1.8597792
0.07099837,-0.72277665,0.83692455,-0.3022256,1.0830641,1.7443258
0.07099837,-0.72277665,0.83692455,-0.3022256,1.0830641,1.7443258
-0.28833312,-1.0524807,1.8501387,-0.36880988,1.1502593,1.7278323
-0.28833312,-1.0524807,1.8501387,-0.36880988,1.1502593,1.7278323
-0.2942603,-1.338691,2.4641094,-0.25152376,1.0690142,1.7852536
-0.2942603,-1.338691,2.4641094,-0.25152376,1.0690142,1.7852536
-0.100382894,-1.481102,2.8238306,-0.118966006,1.0824533,1.8573358
-0.100382894,-1.481102,2.8238306,-0.118966006,1.0824533,1.8573358
0.04519084,-1.5418186,1.9389067,-0.024281893,1.2742649,1.9428569
0.04519084,-1.5418186,1.9389067,-0.024281893,1.2742649,1.9428569
0.33034503,-1.3618178,0.61558247,-0.02855795,1.3854424,2.0039434
0.33034503,-1.3618178,0.61558247,-0.02855795,1.3854424,2.0039434
0.3952201,-1.3741999,0.62594414,-0.06337727,1.3677273,2.0204368
0.3952201,-1.3741999,0.62594414,-0.06337727,1.3677273,2.0204368
-0.024127007,-1.7351329,-0.036034584,-0.11591168,1.2577715,2.0674734
-0.024127007,-1.7351329,-0.036034584,-0.11591168,1.2577715,2.0674734
-0.20373261,-2.0531025,0.54072,-0.095753126,1.196685,2.1902573
-0.20373261,-2.0531025,0.54072,-0.095753126,1.196685,2.1902573
0.09780455,-2.076829,0.49596596,0.0013744468,1.1777482,2.3362541
0.09780455,-2.076829,0.49596596,0.0013744468,1.1777482,2.3362541
0.6397675,-1.8788059,-0.13949299,0.011759156,1.1453724,2.4113905
0.6397675,-1.8788059,-0.13949299,0.011759156,1.1453724,2.4113905
0.4879412,-1.848624,0.1448946,-0.14523321,1.1502593,2.3942864
0.4879412,-1.848624,0.1448946,-0.14523321,1.1502593,2.3942864
-0.08554858,-2.1825798,0.82916355,-0.25457808,1.1917981,2.4071145
-0.08554858,-2.1825798,0.82916355,-0.25457808,1.1917981,2.4071145
-0.20295769,-2.3911133,0.86064243,-0.23564127,1.201572,2.4914138
-0.20295769,-2.3911133,0.86064243,-0.23564127,1.201572,2.4914138
-0.044268906,-2.4706426,0.60461044,-0.21181752,1.183246,2.5653286
-0.044268906,-2.4706426,0.60461044,-0.21181752,1.183246,2.5653286
-0.14385349,-2.4427433,0.4919653,-0.25702155,1.1985176,2.59465
-0.14385349,-2.4427433,0.4919653,-0.25702155,1.1985176,2.59465
-0.41391206,-2.351472,-0.22669506,-0.345597,1.2144,2.6306913
-0.41391206,-2.351472,-0.22669506,-0.345597,1.2144,2.6306913
-0.28732908,-2.3530264,0.5934,-0.50686544,1.0659598,2.653904
-0.28732908,-2.3530264,0.5934,-0.50686544,1.0659598,2.653904
-0.46994478,-2.5929697,2.091116,-0.5569564,1.0280862,2.644741
-0.46994478,-2.5929697,2.091116,-0.5569564,1.0280862,2.644741
-0.972232,-3.0952926,2.8340263,-0.40240747,1.0262536,2.6795604
-0.972232,-3.0952926,2.8340263,-0.40240747,1.0262536,2.6795604
-1.0375266,-3.1730819,2.6225653,-0.15806139,1.0140363,2.795014
-1.0375266,-3.1730819,2.6225653,-0.15806139,1.0140363,2.795014
-1.0957143,-3.1726756,2.619832,0.049021937,0.9779953,2.8848112
-1.0957143,-3.1726756,2.619832,0.049021937,0.9779953,2.8848112
0.39185002,-1.8590565,0.3306713,0.05879578,0.9877691,2.7779098
0.39185002,-1.8590565,0.3306713,0.05879578,0.9877691,2.7779098
0.1794304,-1.452059,0.012731552,-0.07498371,0.9932669,2.5622742
0.1794304,-1.452059,0.012731552,-0.07498371,0.9932669,2.5622742
-0.43887055,-1.4964211,0.7501106,-0.20570888,0.9285152,2.3649647
-0.43887055,-1.4964211,0.7501106,-0.20570888,0.9285152,2.3649647
-0.8247191,-1.7592015,1.7627134,-0.22220223,0.8912524,2.2678373
-0.8247191,-1.7592015,1.7627134,-0.22220223,0.8912524,2.2678373
-0.43740445,-1.6354098,2.4003582,-0.13240504,0.84788096,2.218968
-0.43740445,-1.6354098,2.4003582,-0.13240504,0.84788096,2.218968
-0.27669996,-1.4631159,2.65444,-0.06337727,0.94806284,2.1169536
-0.27669996,-1.4631159,2.65444,-0.06337727,0.94806284,2.1169536
-0.66714656,-1.5746274,1.8593102,0.053297993,1.1191051,2.0033326
-0.66714656,-1.5746274,1.8593102,0.053297993,1.1191051,2.0033326
-0.86361706,-1.6109776,0.45768452,0.16630806,1.1472049,1.9709567
-0.86361706,-1.6109776,0.45768452,0.16630806,1.1472049,1.9709567
-0.7377267,-1.5352538,-0.39934254,0.18096884,1.0867293,1.9575176
-0.7377267,-1.5352538,-0.39934254,0.18096884,1.0867293,1.9575176
-0.7789742,-1.5571077,-0.49518776,0.111941054,1.0531317,1.9300288
-0.7789742,-1.5571077,-0.49518776,0.111941054,1.0531317,1.9300288
-0.6434549,-1.4758265,-0.062862396,0.04841107,1.0158689,1.9172006
-0.6434549,-1.4758265,-0.062862396,0.04841107,1.0158689,1.9172006
-0.4205894,-1.2363443,-0.03875637,0.027030786,0.97066486,1.8548924
-0.4205894,-1.2363443,-0.03875637,0.027030786,0.97066486,1.8548924
-0.5688625,-1.1584575,0.080596924,-0.054825157,0.929126,1.7620409
-0.5688625,-1.1584575,0.080596924,-0.054825157,0.929126,1.7620409
-0.9354981,-1.3548884,0.937129,-0.14095716,0.89369583,1.715615
-0.9354981,-1.3548884,0.937129,-0.14095716,0.89369583,1.715615
-1.1148759,-1.4967153,1.7881794,-0.14278975,0.93828905,1.7351627
-1.1148759,-1.4967153,1.7881794,-0.14278975,0.93828905,1.7351627
-1.0396305,-1.5734785,1.8239079,0.011148291,0.9627236,1.7907515
-1.0396305,-1.5734785,1.8239079,0.011148291,0.9627236,1.7907515
-0.72350395,-1.5020902,0.9781246,0.13515393,0.98899084,1.8304577
-0.72350395,-1.5020902,0.9781246,0.13515393,0.98899084,1.8304577
-0.63288313,-1.222897,0.13128185,0.13820826,1.0024298,1.8182404
-0.63288313,-1.222897,0.13128185,0.13820826,1.0024298,1.8182404
-0.88754,-0.86677885,-0.8590641,0.120493166,1.0067059,1.8127426
-0.88754,-0.86677885,-0.8590641,0.120493166,1.0067059,1.8127426
-0.45838267,-0.6724832,-1.0096445,-0.0364992,0.79901177,1.7864754
-0.45838267,-0.6724832,-1.0096445,-0.0364992,0.79901177,1.7864754
-0.4590421,-1.277978,2.0191822,-0.27779096,0.6627888,1.7131716
-0.4590421,-1.277978,2.0191822,-0.27779096,0.6627888,1.7131716
-0.76901644,-1.9995358,3.9320297,-0.10980303,0.89858276,1.7418822
-0.76901644,-1.9995358,3.9320297,-0.10980303,0.89858276,1.7418822
-0.783059,-1.8921514,1.6920118,0.31719178,1.1203269,1.8958203
-0.783059,-1.8921514,1.6920118,0.31719178,1.1203269,1.8958203
-0.142952,-1.1991217,-0.7929306,0.538325,1.0574077,2.0210476
-0.142952,-1.1991217,-0.7929306,0.538325,1.0574077,2.0210476
0.3187676,-0.6074691,-2.0875778,0.40332377,0.88086766,1.9868392
0.3187676,-0.6074691,-2.0875778,0.40332377,0.88086766,1.9868392
0.2721928,-0.3015809,-1.0013676,-0.020005837,0.8405506,1.842675
0.2721928,-0.3015809,-1.0013676,-0.020005837,0.8405506,1.842675
-0.21846074,-0.7406235,1.0908146,-0.313832,0.9639453,1.7095064
-0.21846074,-0.7406235,1.0908146,-0.313832,0.9639453,1.7095064
-0.40481374,-1.1566586,2.0444803,-0.31016684,1.0183123,1.6924021
-0.40481374,-1.1566586,2.0444803,-0.31016684,1.0183123,1.6924021
-0.22382542,-1.2992475,2.5650406,-0.15500705,0.92485,1.7400496
-0.22382542,-1.2992475,2.5650406,-0.15500705,0.92485,1.7400496
-0.050990045,-1.4145494,2.1942587,-0.039553523,0.9786061,1.7767016
-0.050990045,-1.4145494,2.1942587,-0.039553523,0.9786061,1.7767016
-0.036071956,-1.4186182,2.197031,-0.082924955,1.1527027,1.8212948
-0.036071956,-1.4186182,2.197031,-0.082924955,1.1527027,1.8212948
-0.43940467,-1.5294523,1.6333418,-0.055436023,1.282817,1.9251418
-0.43940467,-1.5294523,1.6333418,-0.055436023,1.282817,1.9251418
-0.28829002,-1.47187,0.6557932,0.075289145,1.2571607,2.019215
-0.28829002,-1.47187,0.6557932,0.075289145,1.2571607,2.019215
-0.09883809,-1.4438295,0.02170372,0.107665,1.1655309,2.1071796
-0.09883809,-1.4438295,0.02170372,0.107665,1.1655309,2.1071796
0.21735927,-1.4302733,0.08918095,0.059406646,1.1246029,2.1664336
0.21735927,-1.4302733,0.08918095,0.059406646,1.1246029,2.1664336
0.21375945,-1.4592397,0.10418701,0.001985312,1.1178834,2.1804836
0.21375945,-1.4592397,0.10418701,0.001985312,1.1178834,2.1804836
0.8115947,-1.1359301,0.14378738,-0.09941832,1.128879,2.1169536
0.8115947,-1.1359301,0.14378738,-0.09941832,1.128879,2.1169536
0.12199211,-1.5575709,0.50320244,-0.14156802,1.1307116,2.097406
0.12199211,-1.5575709,0.50320244,-0.14156802,1.1307116,2.097406
-0.107697606,-1.837043,0.8272085,-0.09758572,1.1178834,2.1804836
-0.107697606,-1.837043,0.8272085,-0.09758572,1.1178834,2.1804836
-0.046257436,-1.9398277,0.4569435,-0.035277467,1.1435398,2.2702806
-0.046257436,-1.9398277,0.4569435,-0.035277467,1.1435398,2.2702806
-0.05833292,-1.9546115,0.46407604,-0.06154467,1.1630874,2.3295345
-0.05833292,-1.9546115,0.46407604,-0.06154467,1.1630874,2.3295345
-0.3902058,-2.0239828,0.036122322,-0.12751812,1.1936307,2.372906
-0.3902058,-2.0239828,0.036122322,-0.12751812,1.1936307,2.372906
-0.7093428,-2.2020307,0.11935711,-0.1769982,1.1227703,2.4297166
-0.7093428,-2.2020307,0.11935711,-0.1769982,1.1227703,2.4297166
-0.71931475,-2.3207872,0.74974537,-0.23258694,1.0183123,2.5017986
-0.71931475,-2.3207872,0.74974537,-0.23258694,1.0183123,2.5017986
-0.8475408,-2.5323658,1.3681831,-0.300393,1.0714576,2.5433373
-0.8475408,-2.5323658,1.3681831,-0.300393,1.0714576,2.5433373
-0.6711378,-2.649653,1.6693611,-0.3193298,1.0989466,2.590374
-0.6711378,-2.649653,1.6693611,-0.3193298,1.0989466,2.590374
-0.6935532,-2.845346,1.8258705,-0.29794952,1.1068878,2.6123652
-0.6935532,-2.845346,1.8258705,-0.29794952,1.1068878,2.6123652
-0.90416276,-3.0402122,1.7802315,-0.24846944,1.1679744,2.6477954
-0.90416276,-3.0402122,1.7802315,-0.24846944,1.1679744,2.6477954
-1.2432055,-3.0684004,1.0079594,-0.057268616,1.1667526,2.7320948
-1.2432055,-3.0684004,1.0079594,-0.057268616,1.1667526,2.7320948
-1.2935718,-2.7875,0.2378664,0.05390886,0.979217,2.8096747
-1.2935718,-2.7875,0.2378664,0.05390886,0.979217,2.8096747
-0.99408454,-2.3683243,0.27701283,0.049632803,0.86009824,2.8542678
-0.99408454,-2.3683243,0.27701283,0.049632803,0.86009824,2.8542678
-0.16990341,-1.6386492,0.2214489,-0.038331795,0.88270026,2.777299
-0.16990341,-1.6386492,0.2214489,-0.038331795,0.88270026,2.777299
0.27228287,-1.0255585,0.54224205,-0.20937407,0.87598073,2.5463917
0.27228287,-1.0255585,0.54224205,-0.20937407,0.87598073,2.5463917
0.20631343,-0.97413206,0.51712894,-0.34132096,0.8026769,2.2537873
0.20631343,-0.97413206,0.51712894,-0.34132096,0.8026769,2.2537873
-0.87443054,-1.7734032,3.5480804,-0.25335637,0.8533788,2.0760255
-0.87443054,-1.7734032,3.5480804,-0.25335637,0.8533788,2.0760255
-1.5520597,-2.0915163,3.0317965,0.017256944,0.98899084,2.0289888
-1.5520597,-2.0915163,3.0317965,0.017256944,0.98899084,2.0289888
-1.4914087,-2.0160058,1.7775946,0.17363845,1.1160508,2.0754147
