accX,accY,accZ,angleX,angleY,angleZ
-1.1003476,-1.1858201,-0.8731804,-0.0786489,1.3286319,2.3295345
-0.9664407,-1.958772,0.9350014,-0.37858373,1.1313224,2.201253
-0.9664407,-1.958772,0.9350014,-0.37858373,1.1313224,2.201253
-1.0476927,-2.973655,3.6860743,-0.37980548,1.010982,2.1688771
-1.0476927,-2.973655,3.6860743,-0.37980548,1.010982,2.1688771
-1.1354153,-3.4807332,4.0725803,-0.053603426,1.396438,2.3338106
-1.1354153,-3.4807332,4.0725803,-0.053603426,1.396438,2.3338106
-0.5190615,-2.7578917,0.7844858,0.22800545,1.7751744,2.5298984
-0.5190615,-2.7578917,0.7844858,0.22800545,1.7751744,2.5298984
-0.068621516,-2.1050465,-1.6314702,0.19501872,1.681712,2.5885415
-0.068621516,-2.1050465,-1.6314702,0.19501872,1.681712,2.5885415
0.07066965,-1.978519,-1.3965216,-0.11835514,1.1997393,2.5024095
0.07066965,-1.978519,-1.3965216,-0.11835514,1.1997393,2.5024095
-0.12199342,-2.538962,1.3364592,-0.47998735,1.0781772,2.399784
-0.12199342,-2.538962,1.3364592,-0.47998735,1.0781772,2.399784
-0.6857805,-3.504787,2.8625898,-0.5465717,1.2962561,2.4132233
-0.6857805,-3.504787,2.8625898,-0.5465717,1.2962561,2.4132233
-0.53232944,-3.8172545,2.9829931,-0.4017966,1.3469579,2.6013696
-0.53232944,-3.8172545,2.9829931,-0.4017966,1.3469579,2.6013696
0.40531176,-3.7583518,2.361206,-0.21303925,1.2712106,2.784629
0.40531176,-3.7583518,2.361206,-0.21303925,1.2712106,2.784629
0.3861354,-3.7805872,2.3698359,-0.16905695,1.314582,2.8481593
0.3861354,-3.7805872,2.3698359,-0.16905695,1.314582,2.8481593
0.26481098,-3.7729564,0.7563257,-0.2191479,1.4306464,2.9092457
0.26481098,-3.7729564,0.7563257,-0.2191479,1.4306464,2.9092457
0.26119345,-3.78864,0.76375866,-0.2845105,1.4721853,3.0448577
0.26119345,-3.78864,0.76375866,-0.2845105,1.4721853,3.0448577
0.6661341,-3.211734,0.1381464,-0.29550606,1.3903292,3.1230485
0.6661341,-3.211734,0.1381464,-0.29550606,1.3903292,3.1230485
0.6661341,-3.211734,0.1381464,-0.29550606,1.3903292,3.1230485
1.0281116,-2.8431773,-0.037407875,-0.2967278,1.2699889,3.0973923
0.78008825,-2.6752136,0.06163788,-0.40668353,1.1869112,2.9965994
0.78008825,-2.6752136,0.06163788,-0.40668353,1.1869112,2.9965994
0.097175956,-2.8888435,0.98965454,-0.55756724,1.1985176,2.9269607
0.097175956,-2.8888435,0.98965454,-0.55756724,1.1985176,2.9269607
-0.44808924,-3.134538,2.3294897,-0.61010164,1.260215,2.9636128
-0.44808924,-3.134538,2.3294897,-0.61010164,1.260215,2.9636128
-0.63128203,-3.2713275,2.7248993,-0.45921794,1.3536774,3.0589077
-0.63128203,-3.2713275,2.7248993,-0.45921794,1.3536774,3.0589077
-0.6645032,-3.3137484,2.160489,-0.33337972,1.3787229,3.1413746
-0.6645032,-3.3137484,2.160489,-0.33337972,1.3787229,3.1413746
-0.4594261,-3.4586837,1.9963694,-0.31810808,1.3249667,3.1914654
-0.4594261,-3.4586837,1.9963694,-0.31810808,1.3249667,3.1914654
-0.35428816,-3.66146,2.3092632,-0.3669773,1.3347405,3.193298
-0.35428816,-3.66146,2.3092632,-0.3669773,1.3347405,3.193298
-0.8664014,-4.1377134,2.0193987,-0.4213443,1.4776831,3.193298
-0.8664014,-4.1377134,2.0193987,-0.4213443,1.4776831,3.193298
-1.0336137,-4.654741,1.8682594,-0.45738536,1.4269812,3.2623258
-1.0336137,-4.654741,1.8682594,-0.45738536,1.4269812,3.2623258
-0.8539524,-4.988254,2.58743,-0.40668353,1.2308935,3.3808336
-0.8539524,-4.988254,2.58743,-0.40668353,1.2308935,3.3808336
-0.1721856,-4.7238317,2.4338655,-0.3089451,1.2705997,3.4901786
-0.1721856,-4.7238317,2.4338655,-0.3089451,1.2705997,3.4901786
-0.016715407,-4.3190317,1.2723303,-0.24785857,1.4349225,3.5005634
-0.016715407,-4.3190317,1.2723303,-0.24785857,1.4349225,3.5005634
-0.004365504,-3.5214329,0.60042,-0.2228131,1.3408492,3.4370334
-0.004365504,-3.5214329,0.60042,-0.2228131,1.3408492,3.4370334
-0.43277174,-3.0265713,0.52106476,-0.2680171,1.2852604,3.2727106
-0.43277174,-3.0265713,0.52106476,-0.2680171,1.2852604,3.2727106
-0.75494,-2.7506115,1.5101509,-0.3284928,1.142318,3.1151073
-0.75494,-2.7506115,1.5101509,-0.3284928,1.142318,3.1151073
-0.6247498,-2.4118805,2.7588205,-0.24480425,1.0115929,2.9770517
-0.6247498,-2.4118805,2.7588205,-0.24480425,1.0115929,2.9770517
-0.44596905,-2.3333864,2.917099,-0.10919216,1.1362094,2.7369816
-0.44596905,-2.3333864,2.917099,-0.10919216,1.1362094,2.7369816
-0.7080282,-2.5539742,2.93684,-0.15867224,1.3768903,2.5384505
-0.7080282,-2.5539742,2.93684,-0.15867224,1.3768903,2.5384505
-1.2704817,-2.9703567,2.8370857,-0.12935072,1.5167783,2.4486532
-1.2704817,-2.9703567,2.8370857,-0.12935072,1.5167783,2.4486532
-1.3629621,-3.1315107,2.175912,0.019700404,1.518611,2.4614816
-1.3629621,-3.1315107,2.175912,0.019700404,1.518611,2.4614816
-1.1692159,-3.1812692,1.1308594,0.09605856,1.4563028,2.495079
-1.1692159,-3.1812692,1.1308594,0.09605856,1.4563028,2.495079
-0.84797597,-3.1455708,1.0825539,0.05085453,1.4013249,2.5097399
-0.84797597,-3.1455708,1.0825539,0.05085453,1.4013249,2.5097399
-0.8037303,-3.3342888,0.94202614,-0.015118915,1.455081,2.5072963
-0.8037303,-3.3342888,0.94202614,-0.015118915,1.455081,2.5072963
-0.74435735,-3.3575275,0.95761967,-0.13362677,1.5222762,2.5347853
-0.74435735,-3.3575275,0.95761967,-0.13362677,1.5222762,2.5347853
-0.53480566,-3.6071768,1.1941938,-0.16417004,1.4300356,2.5879307
-0.53480566,-3.6071768,1.1941938,-0.16417004,1.4300356,2.5879307
-0.4194103,-3.5641289,1.1936569,-0.084146686,1.3164146,2.6258042
-0.4194103,-3.5641289,1.1936569,-0.084146686,1.3164146,2.6258042
-0.21496862,-3.294549,0.6931057,-0.051159963,1.3127494,2.649628
-0.21496862,-3.294549,0.6931057,-0.051159963,1.3127494,2.649628
-0.014176726,-2.7725272,0.45919323,-0.13607024,1.3536774,2.6239717
-0.014176726,-2.7725272,0.45919323,-0.13607024,1.3536774,2.6239717
0.13515359,-2.329718,0.6787815,-0.18432859,1.2925909,2.5537221
0.13515359,-2.329718,0.6787815,-0.18432859,1.2925909,2.5537221
0.4566117,-2.0790932,1.251296,-0.19349156,1.1893547,2.4468207
0.4566117,-2.0790932,1.251296,-0.19349156,1.1893547,2.4468207
0.35656202,-2.2531838,2.1862822,-0.16172658,1.169807,2.3063216
0.35656202,-2.2531838,2.1862822,-0.16172658,1.169807,2.3063216
-0.09195453,-2.4850457,2.1757593,-0.037110064,1.2504412,2.233018
-0.09195453,-2.4850457,2.1757593,-0.037110064,1.2504412,2.233018
-0.27302223,-2.1688213,0.99596596,0.08078693,1.3628404,2.2715025
-0.27302223,-2.1688213,0.99596596,0.08078693,1.3628404,2.2715025
0.46493834,-1.1195314,-0.43691158,-0.01572978,1.4465289,2.3209825
0.46493834,-1.1195314,-0.43691158,-0.01572978,1.4465289,2.3209825
1.3487359,-0.620837,1.1596651,-0.16233744,0.9981538,2.19209
1.3487359,-0.620837,1.1596651,-0.16233744,0.9981538,2.19209
0.8292073,-0.90701437,2.390296,-0.043829583,1.0751228,1.9990565
0.8292073,-0.90701437,2.390296,-0.043829583,1.0751228,1.9990565
0.3679756,-1.1140473,1.3201189,0.08078693,1.2724323,1.9685133
0.3679756,-1.1140473,1.3201189,0.08078693,1.2724323,1.9685133
0.40958488,-1.1716764,1.3546457,0.10216721,1.1527027,1.9947804
0.40958488,-1.1716764,1.3546457,0.10216721,1.1527027,1.9947804
0.8164027,-0.704129,-0.035214424,-0.06887506,0.9957104,1.9318613
0.8164027,-0.704129,-0.035214424,-0.06887506,0.9957104,1.9318613
0.44889706,-1.0388575,1.4369097,-0.27962357,0.9944886,1.8310685
0.44889706,-1.0388575,1.4369097,-0.27962357,0.9944886,1.8310685
0.031873584,-1.4783573,2.1427298,-0.31566462,1.1233811,1.8115209
0.031873584,-1.4783573,2.1427298,-0.31566462,1.1233811,1.8115209
-0.2716931,-2.0413327,1.6815825,-0.24969117,1.1905763,1.8768835
-0.2716931,-2.0413327,1.6815825,-0.24969117,1.1905763,1.8768835
0.033815265,-2.4009058,1.3463526,-0.23319781,1.1869112,1.9990565
0.033815265,-2.4009058,1.3463526,-0.23319781,1.1869112,1.9990565
0.23578656,-2.5501409,0.9792824,-0.23869559,1.2370021,2.0931299
0.23578656,-2.5501409,0.9792824,-0.23869559,1.2370021,2.0931299
0.12107611,-2.762182,0.3719263,-0.21181752,1.2620476,2.1847596
0.12107611,-2.762182,0.3719263,-0.21181752,1.2620476,2.1847596
0.12899101,-2.774068,-0.29432487,-0.21548271,1.2473868,2.3051
0.12899101,-2.774068,-0.29432487,-0.21548271,1.2473868,2.3051
0.19816077,-2.669591,-0.30993938,-0.29733866,1.1985176,2.4083362
0.19816077,-2.669591,-0.30993938,-0.29733866,1.1985176,2.4083362
0.24175012,-2.524386,0.1965723,-0.3578143,1.1026118,2.4914138
0.24175012,-2.524386,0.1965723,-0.3578143,1.1026118,2.4914138
0.6340866,-2.3040802,0.54244804,-0.377362,1.0445796,2.5384505
0.6340866,-2.3040802,0.54244804,-0.377362,1.0445796,2.5384505
0.3517521,-2.411741,0.95625305,-0.4072944,0.98532563,2.5030203
0.3517521,-2.411741,0.95625305,-0.4072944,0.98532563,2.5030203
-0.2213788,-2.8366206,1.606144,-0.4830417,1.0146471,2.5127943
-0.2213788,-2.8366206,1.606144,-0.4830417,1.0146471,2.5127943
-0.48088646,-2.9591856,2.015273,-0.50503284,1.1417072,2.6154196
-0.48088646,-2.9591856,2.015273,-0.50503284,1.1417072,2.6154196
-0.5148555,-2.9261289,1.9942083,-0.3846924,1.1343768,2.7528641
-0.5148555,-2.9261289,1.9942083,-0.3846924,1.1343768,2.7528641
-0.14233208,-2.4953265,0.96109676,-0.37125334,1.0824533,2.7864618
-0.14233208,-2.4953265,0.96109676,-0.37125334,1.0824533,2.7864618
-0.234168,-2.5678153,0.666667,-0.50991976,1.0824533,2.754086
-0.234168,-2.5678153,0.666667,-0.50991976,1.0824533,2.754086
-0.28210437,-2.9092817,1.6375866,-0.68279463,1.028697,2.7449229
-0.28210437,-2.9092817,1.6375866,-0.68279463,1.028697,2.7449229
-0.6229783,-3.4604084,2.2759905,-0.6247624,1.0647382,2.762638
-0.6229783,-3.4604084,2.2759905,-0.6247624,1.0647382,2.762638
-0.7902923,-3.7759967,1.8120766,-0.45860708,1.1355985,2.8970284
-0.7902923,-3.7759967,1.8120766,-0.45860708,1.1355985,2.8970284
-0.19686908,-3.1245112,0.7437334,-0.29061913,1.1191051,3.0497448
-0.19686908,-3.1245112,0.7437334,-0.29061913,1.1191051,3.0497448
0.5639609,-2.1480627,-0.20849133,-0.1873829,1.0732902,3.029586
0.5639609,-2.1480627,-0.20849133,-0.1873829,1.0732902,3.029586
0.49817932,-1.6376715,-0.51749897,-0.2264783,0.93767816,2.876259
0.49817932,-1.6376715,-0.51749897,-0.2264783,0.93767816,2.876259
0.36034954,-1.3679769,0.13722515,-0.37308595,0.87109387,2.694832
0.36034954,-1.3679769,0.13722515,-0.37308595,0.87109387,2.694832
0.14703968,-1.2723444,1.4775858,-0.47693303,0.8888089,2.5207355
0.14703968,-1.2723444,1.4775858,-0.47693303,0.8888089,2.5207355
0.17674226,-1.1194983,2.119007,-0.40240747,0.8943067,2.3790147
0.17674226,-1.1194983,2.119007,-0.40240747,0.8943067,2.3790147
0.21509501,-0.9932928,2.2774677,-0.2564107,0.874759,2.2244658
0.21509501,-0.9932928,2.2774677,-0.2564107,0.874759,2.2244658
-0.15559068,-1.0871198,2.1192703,-0.15439619,0.88697636,2.0754147
-0.15559068,-1.0871198,2.1192703,-0.15439619,0.88697636,2.0754147
-0.76880884,-1.2976077,2.3523817,-0.16661349,1.010982,1.9898936
-0.76880884,-1.2976077,2.3523817,-0.16661349,1.010982,1.9898936
-1.0686092,-1.5244327,2.3161774,-0.1049161,1.1594223,1.988061
-1.0686092,-1.5244327,2.3161774,-0.1049161,1.1594223,1.988061
-1.0105481,-1.4855235,1.5761738,0.05207626,1.210735,2.03693
-1.0105481,-1.4855235,1.5761738,0.05207626,1.210735,2.03693
-0.8150689,-1.404851,0.117173195,0.1498147,1.2327261,2.087021
-0.8150689,-1.404851,0.117173195,0.1498147,1.2327261,2.087021
-0.49291682,-1.3820627,-0.5084505,0.008093964,1.2394456,2.0912971
-0.49291682,-1.3820627,-0.5084505,0.008093964,1.2394456,2.0912971
-0.33533192,-1.3253281,-0.12112045,-0.10430524,1.1520919,2.0271564
-0.33533192,-1.3253281,-0.12112045,-0.10430524,1.1520919,2.0271564
-0.6828218,-1.593287,0.5495224,-0.08353582,1.0965031,2.0027218
-0.6828218,-1.593287,0.5495224,-0.08353582,1.0965031,2.0027218
-0.93170625,-1.7746751,0.3095827,-0.020616703,1.1111639,2.0302107
-0.93170625,-1.7746751,0.3095827,-0.020616703,1.1111639,2.0302107
-0.9073695,-1.7739146,0.38037682,-0.021838432,1.1191051,2.0882428
-0.9073695,-1.7739146,0.38037682,-0.021838432,1.1191051,2.0882428
-0.6110726,-1.5489335,0.51221657,0.028252518,1.0946705,2.1157317
-0.6110726,-1.5489335,0.51221657,0.028252518,1.0946705,2.1157317
-0.2597968,-1.2662692,0.11274719,0.07651087,1.070236,2.096184
-0.2597968,-1.2662692,0.11274719,0.07651087,1.070236,2.096184
-0.36676663,-1.301857,-0.121795654,0.017256944,1.0647382,2.0204368
-0.36676663,-1.301857,-0.121795654,0.017256944,1.0647382,2.0204368
-0.345968,-1.3303328,-0.106365204,-0.10430524,1.0445796,1.9795089
-0.345968,-1.3303328,-0.106365204,-0.10430524,1.0445796,1.9795089
-0.053928614,-1.7368746,1.269167,-0.27473664,0.9969321,1.9660698
-0.053928614,-1.7368746,1.269167,-0.27473664,0.9969321,1.9660698
-0.0068216324,-2.0262525,2.7193108,-0.23441954,1.0885619,1.9715676
-0.0068216324,-2.0262525,2.7193108,-0.23441954,1.0885619,1.9715676
0.17228812,-1.8289127,1.2558727,0.03313944,1.2712106,2.037541
0.17228812,-1.8289127,1.2558727,0.03313944,1.2712106,2.037541
0.29799187,-1.4153678,-0.678771,0.13576481,1.210124,2.0839667
0.29799187,-1.4153678,-0.678771,0.13576481,1.210124,2.0839667
0.36323023,-1.1746109,-0.6988573,0.0032070426,1.028697,2.0772474
0.36323023,-1.1746109,-0.6988573,0.0032070426,1.028697,2.0772474
0.26791662,-1.2912674,0.22329521,-0.17150041,0.9975429,2.0387628
0.26791662,-1.2912674,0.22329521,-0.17150041,0.9975429,2.0387628
0.11158979,-1.5535715,0.590456,-0.2790127,1.0555751,2.037541
0.11158979,-1.5535715,0.590456,-0.2790127,1.0555751,2.037541
0.41797012,-1.5563853,0.4455204,-0.33643404,1.0225884,2.0857995
0.41797012,-1.5563853,0.4455204,-0.33643404,1.0225884,2.0857995
0.73820764,-1.5680401,0.9741192,-0.44028112,0.89736104,2.0796907
0.73820764,-1.5680401,0.9741192,-0.44028112,0.89736104,2.0796907
0.65723276,-1.8145514,2.1477585,-0.5697846,0.8698721,2.042428
0.65723276,-1.8145514,2.1477585,-0.5697846,0.8698721,2.042428
0.193259,-2.2477365,3.087411,-0.5233588,1.056186,2.104736
0.193259,-2.2477365,3.087411,-0.5233588,1.056186,2.104736
0.120403886,-2.3653066,2.4014425,-0.32788193,1.2119566,2.2537873
0.120403886,-2.3653066,2.4014425,-0.32788193,1.2119566,2.2537873
0.6453575,-1.9389975,1.091115,-0.13973543,1.1722504,2.3973405
0.6453575,-1.9389975,1.091115,-0.13973543,1.1722504,2.3973405
0.6453575,-1.9389975,1.091115,-0.09819659,1.0958922,2.4254405
1.0728897,-1.6627083,0.0823288,-0.09819659,1.0958922,2.4254405
1.3178618,-1.4009016,-0.29353905,-0.21120666,1.0250319,2.3845124
1.3178618,-1.4009016,-0.29353905,-0.21120666,1.0250319,2.3845124
1.1254554,-1.4925106,0.5844946,-0.3529274,0.99204516,2.2996023
1.1254554,-1.4925106,0.5844946,-0.3529274,0.99204516,2.2996023
0.72496414,-1.7728977,1.4121313,-0.34193182,1.0085385,2.2611177
0.72496414,-1.7728977,1.4121313,-0.34193182,1.0085385,2.2611177
0.45670003,-1.8884676,1.4706259,-0.2264783,1.0067059,2.2696698
0.45670003,-1.8884676,1.4706259,-0.2264783,1.0067059,2.2696698
0.59609175,-1.862261,0.94651794,-0.17333302,1.0433578,2.2812762
0.59609175,-1.862261,0.94651794,-0.17333302,1.0433578,2.2812762
0.6490903,-1.8328364,0.89161396,-0.21731532,1.0207558,2.250122
0.6490903,-1.8328364,0.89161396,-0.21731532,1.0207558,2.250122
0.34268093,-1.863127,1.0811529,-0.2582433,1.0641272,2.2073615
0.34268093,-1.863127,1.0811529,-0.2582433,1.0641272,2.2073615
-0.014368117,-2.053012,0.64944553,-0.25152376,1.1246029,2.1878138
-0.014368117,-2.053012,0.64944553,-0.25152376,1.1246029,2.1878138
-0.3330105,-2.1965551,0.39880943,-0.26007587,1.0555751,2.196977
-0.3330105,-2.1965551,0.39880943,-0.26007587,1.0555751,2.196977
-0.5256684,-2.2106085,0.6026602,-0.31016684,0.9627236,2.2311852
-0.5256684,-2.2106085,0.6026602,-0.31016684,0.9627236,2.2311852
-0.31364042,-2.2980585,1.1614971,-0.37858373,0.88270026,2.250122
-0.31364042,-2.2980585,1.1614971,-0.37858373,0.88270026,2.250122
-0.57875323,-2.434116,1.5131292,-0.40668353,0.9034697,2.2269092
-0.57875323,-2.434116,1.5131292,-0.40668353,0.9034697,2.2269092
-0.57875323,-2.434116,1.5131292,-0.40668353,0.9034697,2.2269092
-0.86233306,-2.6033115,1.5787582,-0.37980548,0.94134337,2.2421808
-1.0423317,-2.6907406,1.4931479,-0.23564127,0.87781334,2.296548
-1.0423317,-2.6907406,1.4931479,-0.23564127,0.87781334,2.296548
-0.9695326,-2.4351997,0.69996357,-0.040775254,0.7476991,2.3906212
-0.9695326,-2.4351997,0.69996357,-0.040775254,0.7476991,2.3906212
-0.47582024,-1.7917192,0.20711327,-0.024892759,0.65484756,2.3503041
-0.47582024,-1.7917192,0.20711327,-0.024892759,0.65484756,2.3503041
-0.5053094,-1.5883803,0.57498837,-0.12935072,0.64812803,2.2079725
-0.5053094,-1.5883803,0.57498837,-0.12935072,0.64812803,2.2079725
