rssi,rssiKarman,distance
-78,-78.000,47.754
-78,-78.000,47.754
-78,-78.000,47.754
-73,-77.000,37.635
-74,-76.400,32.625
-76,-76.320,32.009
-77,-76.456,33.063
-75,-76.165,30.848
-74,-75.732,27.826
-80,-76.585,34.098
-73,-75.868,28.746
-77,-76.095,30.337
-73,-75.476,26.180
-73,-74.981,23.268
-78,-75.584,26.867
-77,-75.868,28.740
-73,-75.294,25.071
-73,-74.835,22.477
-78,-75.468,26.133
-73,-74.975,23.235
-78,-75.580,26.836
-73,-75.064,23.733
-78,-75.651,27.295
-73,-75.121,24.058
-73,-74.697,21.747
-78,-75.357,25.452
-73,-74.886,22.749
-78,-75.509,26.386
-73,-75.007,23.415
-79,-75.806,28.319
-73,-75.244,24.777
-79,-75.996,29.629
-78,-76.396,32.597
-73,-75.717,27.729
-73,-75.174,24.363
-73,-74.739,21.967
-78,-75.391,25.658
-73,-74.913,22.896
-80,-75.930,29.173
-79,-76.544,33.765
-73,-75.835,28.521
-73,-75.268,24.918
-78,-75.815,28.380
-78,-76.252,31.493
-73,-75.601,26.975
-81,-76.681,34.883
-78,-76.945,37.145
-78,-77.156,39.059
-73,-76.325,32.045
-77,-76.460,33.092
-73,-75.768,28.065
-81,-76.814,36.007
-76,-76.651,34.637
-73,-75.921,29.109
-79,-76.537,33.706
-88,-78.830,58.182
-79,-78.864,58.657
-79,-78.891,59.039
-80,-79.113,62.241
-80,-79.290,64.927
-85,-80.432,85.216
-79,-80.146,79.598
-79,-79.917,75.371
-82,-80.333,83.233
-79,-80.067,78.112
-79,-79.853,74.244
-84,-80.683,90.453
-78,-80.146,79.605
-78,-79.717,71.871
-75,-78.774,57.411
-78,-78.619,55.335
-73,-77.495,42.344
-78,-77.596,43.374
-73,-76.677,34.848
-73,-75.941,29.250
-80,-76.753,35.487
-78,-77.003,37.658
-73,-76.202,31.122
-80,-76.962,37.293
-73,-76.169,30.881
-79,-76.735,35.337
-73,-75.988,29.579
-80,-76.791,35.805
-80,-77.433,41.718
-74,-76.746,35.427
-77,-76.797,35.858
-74,-76.237,31.386
-78,-76.590,34.134
-74,-76.072,30.173
-72,-75.258,24.855
-77,-75.606,27.005
-73,-75.085,23.853
-78,-75.668,27.405
-73,-75.134,24.136
-73,-74.707,21.803
-82,-76.166,30.856
-75,-75.933,29.190
-74,-75.546,26.623
-73,-75.037,23.583
-75,-75.030,23.541
-75,-75.024,23.508
-77,-75.419,25.828
-79,-76.135,30.631
-73,-75.508,26.382
-74,-75.206,24.554
-75,-75.165,24.314
-79,-75.932,29.185
-82,-77.146,38.964
-72,-76.117,30.496
-82,-77.293,40.357
-78,-77.435,41.739
-82,-78.348,51.876
-78,-78.278,51.024
-80,-78.623,55.384
-82,-79.298,65.049
-74,-78.238,50.543
-78,-78.191,49.973
-77,-77.953,47.218
-75,-77.362,41.024
-81,-78.090,48.784
-78,-78.072,48.576
-77,-77.857,46.159
-74,-77.086,38.413
-75,-76.669,34.781
-80,-77.335,40.760
-80,-77.868,46.276
-80,-78.294,51.221
-79,-78.436,52.972
-84,-79.548,69.045
-80,-79.639,70.546
avg(rssi),avg(rssiKalman),avg(distance)
-76.82307692307693,-76.77269230769227,38.28153846153845
stdev(rssi),stdev(rssiKalman),stdev(distance)
3.26394142249328,1.5176278445509015,15.91603813533518
