rssi,rssiKarman,distance
-69,-69.000,4.975
-74,-70.000,5.740
-68,-69.600,5.421
-69,-69.480,5.329
-68,-69.184,5.108
-72,-69.747,5.537
-73,-70.398,6.076
-68,-69.918,5.674
-70,-69.935,5.687
-67,-69.348,5.229
-73,-70.078,5.805
-70,-70.062,5.792
-67,-69.450,5.306
-72,-69.960,5.708
-72,-70.368,6.051
-70,-70.294,5.987
-69,-70.036,5.770
-69,-69.828,5.601
-66,-69.063,5.020
-67,-68.650,4.733
-69,-68.720,4.780
-70,-68.976,4.958
-70,-69.181,5.106
-67,-68.745,4.797
-69,-68.796,4.832
-71,-69.237,5.147
-70,-69.389,5.260
-68,-69.111,5.055
-69,-69.089,5.039
-67,-68.671,4.747
-72,-69.337,5.221
-70,-69.470,5.321
-69,-69.376,5.250
-69,-69.301,5.194
-67,-68.840,4.863
-67,-68.472,4.614
-73,-69.378,5.252
-71,-69.702,5.501
-67,-69.162,5.092
-69,-69.129,5.068
-67,-68.704,4.769
-73,-69.563,5.393
-72,-70.050,5.782
-67,-69.440,5.299
-71,-69.752,5.541
-71,-70.002,5.742
-71,-70.201,5.908
-67,-69.561,5.391
-73,-70.249,5.948
-72,-70.599,6.254
-70,-70.479,6.148
-73,-70.983,6.607
-75,-71.787,7.412
-69,-71.229,6.844
-67,-70.384,6.064
-69,-70.107,5.829
-69,-69.885,5.647
-71,-70.108,5.830
-72,-70.487,6.154
-68,-69.989,5.732
-70,-69.991,5.733
-68,-69.593,5.416
-73,-70.275,5.970
-69,-70.020,5.757
-68,-69.616,5.433
-73,-70.293,5.986
-71,-70.434,6.108
-68,-69.947,5.697
-70,-69.958,5.706
-67,-69.366,5.243
-73,-70.093,5.817
-73,-70.674,6.322
-69,-70.340,6.026
-69,-70.072,5.800
-68,-69.657,5.466
-73,-70.326,6.014
-71,-70.461,6.131
-70,-70.369,6.051
-71,-70.495,6.161
-70,-70.396,6.075
-67,-69.717,5.512
-69,-69.573,5.401
-67,-69.059,5.017
-69,-69.047,5.009
-71,-69.438,5.297
-71,-69.750,5.539
-71,-70.000,5.740
-71,-70.200,5.907
-66,-69.360,5.238
-67,-68.888,4.896
-71,-69.310,5.201
-68,-69.048,5.010
-74,-70.039,5.772
-74,-70.831,6.465
-69,-70.465,6.135
-68,-69.972,5.717
-72,-70.377,6.059
-70,-70.302,5.994
-70,-70.242,5.942
-70,-70.193,5.901
-67,-69.555,5.386
-70,-69.644,5.455
-68,-69.315,5.205
-69,-69.252,5.158
-68,-69.002,4.977
-75,-70.201,5.908
-72,-70.561,6.220
-69,-70.249,5.948
-70,-70.199,5.906
-68,-69.759,5.546
-68,-69.407,5.274
-71,-69.726,5.520
-69,-69.581,5.406
-71,-69.865,5.630
-69,-69.692,5.493
-67,-69.153,5.086
-71,-69.523,5.362
-69,-69.418,5.282
-67,-68.935,4.929
-72,-69.548,5.381
-69,-69.438,5.297
-75,-70.550,6.211
avg(rssi),avg(rssiKalman),avg(distance)
-69.81147540983606,-69.76065573770491,5.567081967213116
stdev(rssi),stdev(rssiKalman),stdev(distance)
2.1475566261475105,0.5894228181302896,0.47492373141213434
