accX,accY,accZ,angleX,angleY,angleZ,label
-0.0611639,0.03201268,0.1312418,0.0012980887,-2.2907447E-4,-6.1086525E-4,stop
0.012477152,-0.048364893,0.12637806,-0.0023671028,-2.2907447E-4,-6.1086525E-4,stop
-0.002374202,0.01467976,0.056962013,7.6358156E-5,3.8179077E-4,-0.0,stop
-0.017130196,0.010051146,0.016267776,-5.345071E-4,3.8179077E-4,-0.0012217305,stop
-0.017130196,0.010051146,0.016267776,-5.345071E-4,3.8179077E-4,-0.0012217305,stop
-0.023382843,0.001968801,0.068917274,-0.0011453723,-2.2907447E-4,-0.0012217305,stop
-0.023382843,0.001968801,0.068917274,-0.0011453723,-2.2907447E-4,-0.0012217305,stop
0.021092325,0.0105454475,0.032975197,-0.0011453723,0.0016035213,-0.0,stop
0.021092325,0.0105454475,0.032975197,-0.0011453723,0.0016035213,-0.0,stop
0.030407019,-0.00910759,0.040153503,6.872234E-4,3.8179077E-4,-6.1086525E-4,stop
0.030407019,-0.00910759,0.040153503,6.872234E-4,3.8179077E-4,-6.1086525E-4,stop
0.030407019,-0.00910759,0.040153503,6.872234E-4,3.8179077E-4,-6.1086525E-4,stop
0.016968511,0.009371385,0.042552948,6.872234E-4,9.92656E-4,-0.0,stop
0.016968511,0.009371385,0.042552948,6.872234E-4,9.92656E-4,-0.0,stop
-0.022269554,0.013136774,0.023394585,-0.0011453723,3.8179077E-4,-6.1086525E-4,stop
-0.022269554,0.013136774,0.023394585,-0.0011453723,3.8179077E-4,-6.1086525E-4,stop
0.011233248,0.016917989,0.052110672,-0.0011453723,3.8179077E-4,-6.1086525E-4,stop
0.011233248,0.016917989,0.052110672,-0.0017562376,3.8179077E-4,-6.1086525E-4,stop
0.011233248,0.016917989,0.052110672,-0.0017562376,3.8179077E-4,-6.1086525E-4,stop
0.027601816,0.016086698,0.040132523,-5.345071E-4,0.0022143866,6.1086525E-4,stop
0.027601816,0.016086698,0.040132523,-5.345071E-4,0.0022143866,6.1086525E-4,stop
-0.0022301003,-0.0061245263,0.020981789,7.6358156E-5,-2.2907447E-4,0.0018325958,stop
-0.0022301003,-0.0061245263,0.020981789,7.6358156E-5,-2.2907447E-4,0.0018325958,stop
-0.0022301003,-0.0061245263,0.020981789,7.6358156E-5,-2.2907447E-4,0.0018325958,stop
-0.023938641,0.015593395,0.15266609,6.872234E-4,-8.399397E-4,-6.1086525E-4,stop
-0.023938641,0.015593395,0.15266609,6.872234E-4,-8.399397E-4,-6.1086525E-4,stop
0.0032561496,-0.009353474,0.12870121,6.872234E-4,0.0022143866,-0.0012217305,stop
0.0032561496,-0.009353474,0.12870121,6.872234E-4,0.0022143866,-0.0012217305,stop
0.027691506,1.9575655E-4,0.06884098,6.872234E-4,0.0022143866,-0.0012217305,stop
0.027691506,1.9575655E-4,0.06884098,-5.345071E-4,3.8179077E-4,-0.0,stop
0.027691506,1.9575655E-4,0.06884098,-5.345071E-4,3.8179077E-4,-0.0,stop
0.01034981,0.0077336878,0.023361206,7.6358156E-5,3.8179077E-4,-6.1086525E-4,stop
0.01034981,0.0077336878,0.023361206,7.6358156E-5,3.8179077E-4,-6.1086525E-4,stop
-0.03570658,0.005401388,0.19814587,7.6358156E-5,3.8179077E-4,-6.1086525E-4,stop
-0.03570658,0.005401388,0.19814587,7.6358156E-5,-2.2907447E-4,-6.1086525E-4,stop
-0.03570658,0.005401388,0.19814587,7.6358156E-5,-2.2907447E-4,-6.1086525E-4,stop
0.01337415,-0.0024917424,0.23164177,-0.0023671028,-0.0026725354,-6.1086525E-4,stop
0.01337415,-0.0024917424,0.23164177,-0.0023671028,-0.0026725354,-6.1086525E-4,stop
0.039841317,0.014260575,0.08559418,-0.0017562376,-0.001450805,-0.0,stop
0.039841317,0.014260575,0.08559418,-0.0017562376,-0.001450805,-0.0,stop
0.004633628,0.0044883788,0.06406212,-0.0017562376,-0.001450805,-0.0,stop
0.004633628,0.0044883788,0.06406212,7.6358156E-5,-2.2907447E-4,-6.1086525E-4,stop
0.004633628,0.0044883788,0.06406212,7.6358156E-5,-2.2907447E-4,-6.1086525E-4,stop
-0.032351702,-0.017492041,0.06646061,7.6358156E-5,-2.2907447E-4,-0.0,stop
-0.032351702,-0.017492041,0.06646061,7.6358156E-5,-2.2907447E-4,-0.0,stop
