tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,null,null
1,401,1.995,4.990,5.575
2,602,1.995,4.990,5.575
3,802,1.995,4.990,5.575
4,1001,2.209,4.889,7.891
5,1201,2.209,4.889,7.891
6,1401,2.209,4.889,7.891
7,1603,2.209,5.436,7.891
8,1803,2.255,5.916,6.867
9,2003,2.255,5.916,6.867
10,2202,2.255,5.956,6.867
11,2402,2.255,5.988,5.732
12,2602,2.255,5.988,5.732
13,2802,2.255,5.988,5.732
14,3003,2.255,5.773,6.254
15,3203,2.255,5.773,6.254
16,3402,2.255,5.773,6.254
17,3602,2.255,7.936,5.835
18,3801,2.255,7.936,5.835
19,4001,2.255,7.936,5.835
20,4201,2.292,7.534,5.032
21,4402,2.292,7.534,5.032
22,4602,2.292,7.534,5.032
23,4801,2.275,7.081,5.379
24,5001,2.275,7.081,5.379
25,5201,2.275,7.081,5.379
26,5402,2.275,7.081,5.379
27,5602,2.275,8.430,4.808
28,5802,2.275,8.430,4.808
29,6002,2.275,8.430,4.808
30,6201,2.216,7.591,4.310
31,6402,2.216,7.591,4.310
32,6602,2.216,7.591,4.310
33,6802,2.260,6.266,5.139
34,7003,2.260,6.266,5.139
35,7203,2.260,6.266,5.139
36,7402,2.296,7.645,4.670
37,7603,2.296,8.605,4.670
38,7802,2.296,8.605,4.670
39,8002,2.296,7.876,4.670
40,8203,2.296,7.337,4.210
41,8402,2.296,7.337,4.210
42,8602,2.296,6.932,4.210
43,8802,2.233,6.491,4.665
44,9002,2.233,6.491,4.665
45,9202,2.233,6.491,4.665
46,9402,2.307,7.550,4.509
47,9603,2.307,7.550,4.509
48,9802,2.307,7.550,4.509
49,10002,2.307,7.093,4.094
50,10203,2.307,7.093,4.094
51,10401,2.307,7.093,4.094
52,10601,2.241,6.886,4.562
53,10802,2.241,6.886,4.973
54,11003,2.241,6.886,4.973
55,11201,2.281,7.915,4.973
56,11402,2.313,7.915,4.747
57,11602,2.313,7.915,4.747
58,11802,2.313,7.915,4.266
59,12003,2.246,7.517,3.916
60,12202,2.246,7.517,3.916
61,12403,2.246,7.517,3.916
62,12602,2.284,6.786,4.834
63,12803,2.284,6.786,4.834
64,13002,2.284,6.786,4.834
65,13202,2.316,8.765,4.640
66,13403,2.316,8.765,4.640
67,13603,2.316,8.765,4.640
68,13801,2.248,7.424,4.189
69,14002,2.248,7.424,4.189
70,14202,2.248,7.424,4.189
71,14403,2.286,7.424,4.189
72,14601,2.286,6.718,4.646
73,14801,2.286,6.718,4.646
74,15001,2.317,6.718,4.646
75,15202,2.343,7.604,4.600
76,15402,2.343,7.604,4.600
77,15602,2.343,7.604,4.600
78,15802,2.257,7.133,4.160
79,16002,2.257,7.133,4.160
80,16202,2.257,7.133,4.160
81,16401,2.293,6.918,4.620
82,16602,2.293,6.918,4.620
83,16803,2.293,6.918,4.620
84,17002,2.323,7.784,4.580
85,17203,2.323,7.784,4.580
86,17402,2.323,7.784,4.580
87,17602,2.323,7.418,4.145
88,17801,2.254,7.418,4.145
89,18002,2.254,7.418,4.145
90,18202,2.254,7.418,4.607
91,18402,2.291,6.714,5.013
92,18601,2.291,6.714,5.013
93,18802,2.321,6.714,5.013
94,19002,2.346,7.600,4.792
95,19203,2.346,7.600,4.792
96,19403,2.346,7.600,4.792
97,19602,2.346,7.130,4.298
98,19802,2.346,7.130,4.298
99,20002,2.346,7.130,4.298
100,20201,2.365,6.505,5.130
101,20402,2.365,6.505,5.130
102,20602,2.365,6.505,5.130
103,20802,2.381,6.505,5.130
104,21002,2.394,6.505,4.866
105,21203,2.394,6.505,4.866
106,21402,2.394,6.296,4.351
107,21602,2.309,6.296,3.979
108,21802,2.309,6.296,3.979
109,22002,2.309,6.296,3.979
