tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,null,null,null
1,401,null,null,null
2,601,null,2.209,null
3,803,4.507,2.209,6.259
4,1001,4.507,2.209,6.259
5,1201,4.507,2.209,6.259
6,1402,2.446,2.078,6.259
7,1603,2.446,2.078,6.259
8,1801,2.446,2.078,6.259
9,2001,2.764,2.116,7.028
10,2201,2.764,2.116,7.028
11,2401,2.764,2.116,7.028
12,2601,2.926,2.178,6.318
13,2802,2.926,2.178,6.318
14,3001,2.926,2.178,6.318
15,3201,2.823,2.140,6.162
16,3401,2.823,2.140,6.162
17,3601,2.823,2.140,6.162
18,3801,3.164,2.140,6.181
19,4001,3.164,2.140,6.197
20,4202,3.164,2.140,6.197
21,4401,3.164,2.140,6.067
22,4601,3.164,2.385,6.067
23,4802,3.164,2.385,6.067
24,5001,3.164,2.385,6.067
25,5202,3.005,2.397,6.105
26,5402,3.005,2.397,6.105
27,5602,3.005,2.397,6.105
28,5802,3.259,2.311,6.135
29,6001,3.259,2.311,6.135
30,6201,3.259,2.311,6.135
31,6401,3.339,2.485,6.160
32,6602,3.339,2.485,6.160
33,6801,3.339,2.485,6.160
34,7001,3.202,2.485,6.038
35,7202,3.202,2.485,6.038
36,7402,3.202,2.485,6.038
37,7601,3.428,2.485,6.038
38,7801,3.696,2.213,6.117
39,8001,3.696,2.213,6.117
40,8201,3.696,2.213,6.117
41,8401,3.689,2.213,6.004
42,8602,3.689,2.213,6.004
43,8802,3.689,2.213,6.004
44,9001,3.398,2.258,5.916
45,9202,3.398,2.258,5.916
46,9402,3.398,2.258,5.916
47,9601,3.595,2.159,6.123
48,9802,3.595,2.159,6.123
49,10002,3.595,2.159,6.123
50,10201,3.595,2.159,6.009
51,10402,3.595,2.159,5.920
52,10602,3.595,2.159,5.920
53,10801,3.595,2.259,5.849
54,11001,3.397,2.390,5.793
55,11201,3.397,2.390,5.793
56,11401,3.397,2.390,5.793
57,11601,3.746,2.259,6.021
58,11801,3.746,2.259,6.021
59,12001,3.746,2.259,6.021
