tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,4.070,3.320,22.379
1,401,4.070,3.320,22.379
2,602,4.070,3.320,22.379
3,801,3.988,1.628,22.379
4,1003,3.988,1.595,3.124
5,1202,3.988,1.595,3.124
6,1402,3.988,1.595,3.124
7,1604,3.924,1.595,3.427
8,1802,3.924,1.595,3.427
9,2002,3.924,1.737,3.427
10,2202,4.034,1.899,3.957
11,2403,4.034,1.899,3.957
12,2603,4.034,1.899,3.957
13,2802,3.880,1.833,3.774
14,3004,3.880,1.833,3.774
15,3203,3.880,1.833,3.774
16,3403,3.685,1.833,3.896
17,3602,3.685,1.833,3.896
18,3802,3.685,1.833,3.896
19,4002,3.837,2.317,4.486
20,4203,3.837,2.317,4.486
21,4403,3.837,2.317,4.486
22,4602,3.727,2.317,4.077
23,4802,3.717,2.204,3.866
24,5003,3.717,2.204,3.866
25,5202,3.634,2.117,3.971
26,5402,3.569,2.092,3.971
27,5603,3.569,2.092,3.971
28,5802,3.569,2.092,3.971
29,6001,3.816,2.248,4.766
30,6202,3.816,2.248,4.766
31,6402,3.816,2.248,4.766
32,6602,3.705,2.085,3.926
33,6803,3.705,2.085,3.926
34,7002,3.705,2.085,3.926
35,7202,3.624,2.085,3.926
36,7403,3.624,2.066,4.021
37,7602,3.624,2.066,4.021
38,7802,3.786,2.066,4.496
39,8002,3.786,2.272,4.916
40,8202,3.786,2.272,4.916
41,8402,3.841,2.272,4.916
42,8602,3.808,2.214,4.490
43,8802,3.808,2.214,4.490
44,9003,3.808,2.214,4.490
45,9202,3.705,2.258,4.490
46,9402,3.705,2.258,4.490
47,9602,3.705,2.258,4.490
48,9801,3.932,2.439,4.911
49,10003,3.932,2.439,4.911
50,10203,3.932,2.439,4.911
51,10402,3.880,2.439,4.911
52,10602,3.880,2.439,4.911
53,10802,3.880,2.439,4.911
54,11001,3.880,2.439,4.809
55,11202,3.761,2.439,4.809
56,11402,3.761,2.439,4.809
57,11602,3.761,2.439,4.809
58,11803,3.979,2.441,5.310
59,12003,3.979,2.441,5.310
60,12202,3.979,2.441,5.310
61,12402,3.805,2.110,4.306
62,12603,3.805,2.110,4.306
63,12802,3.805,2.110,4.306
64,13002,3.628,2.044,4.329
65,13202,3.628,2.044,4.329
66,13403,3.628,2.044,4.329
67,13601,3.713,2.207,4.770
68,13803,3.713,2.207,5.154
69,14003,3.713,2.207,5.154
70,14202,3.631,2.207,4.663
71,14403,3.566,2.119,4.663
72,14602,3.566,2.119,4.663
73,14802,3.566,2.119,4.663
74,15002,3.516,2.181,4.614
75,15202,3.516,2.181,4.614
76,15402,3.771,2.181,4.614
77,15602,3.908,2.372,5.137
78,15803,3.908,2.372,5.137
79,16002,3.908,2.372,5.137
80,16202,3.860,2.200,4.650
81,16401,3.860,2.200,4.650
82,16601,3.860,2.200,4.650
83,16802,3.823,2.200,4.604
84,17002,3.823,2.200,4.604
85,17202,3.823,2.200,4.604
86,17402,4.032,2.247,4.895
87,17603,4.032,2.381,4.895
88,17803,4.032,2.381,4.895
89,18002,4.032,2.252,4.895
90,18203,3.958,2.252,4.475
91,18402,3.958,2.252,4.475
92,18602,3.958,2.252,4.475
93,18802,3.777,2.154,4.464
94,19003,3.777,2.154,4.464
95,19203,3.777,2.154,4.464
96,19401,4.108,2.368,4.888
97,19602,4.108,2.368,4.888
98,19803,4.108,2.368,4.888
99,20002,4.100,2.288,4.367
100,20202,4.100,2.288,4.367
101,20402,4.100,2.288,4.367
102,20603,4.012,2.288,4.278
103,20802,4.012,2.288,4.278
104,21002,4.012,2.288,4.278
105,21203,4.012,2.288,4.278
106,21402,4.106,2.367,4.511
107,21602,4.106,2.367,4.511
108,21802,4.106,2.367,4.511
109,22002,4.016,2.382,4.191
110,22202,4.016,2.382,4.191
111,22402,4.016,2.382,4.191
112,22602,3.946,2.382,4.139
113,22803,3.946,2.382,4.139
114,23002,3.946,2.382,4.139
115,23202,3.946,2.395,4.393
116,23403,3.946,2.395,4.393
117,23603,3.946,2.395,4.393
118,23802,3.890,2.263,4.010
119,24003,3.847,2.162,4.010
120,24203,3.847,2.162,4.010
121,24401,3.847,2.085,4.010
122,24602,3.812,2.085,3.995
123,24803,3.812,2.085,3.995
124,25003,3.812,2.085,3.995
125,25201,3.942,2.242,4.504
126,25403,3.942,2.242,4.504
127,25602,3.942,2.242,4.504
128,25801,3.844,2.081,3.787
129,26003,3.844,2.081,3.787
130,26202,3.844,2.081,3.787
131,26402,3.888,2.064,3.998
132,26602,3.888,2.064,3.986
133,26802,3.888,2.064,3.986
134,27002,3.888,2.179,4.362
135,27203,4.005,2.179,4.582
136,27402,4.005,2.179,4.582
137,27602,4.005,2.179,4.147
138,27803,3.780,2.179,3.918
139,28003,3.780,2.179,3.918
140,28202,3.780,2.179,3.918
141,28402,3.915,2.141,4.093
142,28602,3.915,2.141,4.093
143,28803,3.915,2.141,4.093
144,29002,4.027,2.290,4.354
145,29202,4.027,2.290,4.354
146,29403,4.027,2.290,4.354
147,29602,4.027,2.228,4.074
148,29801,4.027,2.228,4.074
149,30002,4.027,2.228,4.074
150,30202,3.954,2.228,4.074
151,30402,3.897,2.228,4.141
152,30603,3.897,2.228,4.141
153,30802,4.012,2.228,4.141
154,31003,4.012,2.179,4.603
155,31202,4.012,2.179,4.603
156,31402,4.012,2.179,4.603
157,31602,3.942,2.035,4.260
158,31802,3.942,2.035,4.260
159,32003,3.942,2.035,4.260
160,32202,3.573,1.946,4.098
161,32402,3.573,1.946,4.098
162,32602,3.573,1.946,4.098
163,32802,3.898,2.122,4.460
164,33003,3.898,2.183,4.460
165,33203,3.898,2.183,4.460
166,33402,3.898,2.059,4.058
167,33603,3.775,2.005,4.058
168,33802,3.775,2.005,4.058
169,34002,3.775,2.005,4.129
170,34202,3.679,2.005,4.186
171,34402,3.679,2.005,4.186
172,34603,3.679,2.005,4.186
173,34802,3.832,2.086,5.044
174,35002,3.832,2.086,5.044
175,35202,3.832,2.086,5.044
176,35402,3.724,2.026,4.478
177,35603,3.724,2.026,4.478
178,35802,3.724,2.026,4.478
179,36001,3.639,2.061,4.541
180,36201,3.639,2.061,4.541
181,36402,3.639,2.061,4.541
182,36602,3.639,2.133,4.541
183,36802,3.876,2.133,4.956
184,37003,3.876,2.133,4.956
185,37202,3.876,2.133,4.956
186,37402,3.835,2.062,4.519
187,37602,3.835,2.062,4.519
188,37802,3.835,2.062,4.519
189,38002,3.803,2.062,4.499
190,38202,3.803,2.062,4.499
191,38402,3.803,2.062,4.499
192,38602,3.934,2.134,4.919
193,38802,3.934,2.134,4.919
194,39002,3.934,2.134,4.919
195,39202,3.934,2.134,4.919
196,39402,3.934,2.106,4.492
197,39602,3.934,2.106,4.492
198,39802,3.881,2.083,4.478
199,40003,3.881,2.065,4.467
200,40203,3.881,2.065,4.467
201,40402,3.999,2.065,4.467
202,40602,4.180,2.136,4.891
203,40802,4.180,2.136,4.891
204,41001,4.180,2.023,4.891
205,41202,4.180,1.937,4.471
206,41402,4.180,1.937,4.471
207,41602,4.180,1.937,4.471
208,41802,3.911,1.949,4.461
209,42003,3.911,1.949,4.461
210,42202,3.911,1.949,4.461
211,42402,3.911,2.039,4.886
212,42602,3.942,2.039,4.886
213,42803,3.942,2.039,4.886
214,43002,3.942,1.949,4.366
215,43202,3.809,1.949,4.083
216,43402,3.809,1.949,4.083
217,43602,3.809,1.949,4.149
218,43802,3.706,1.959,4.149
219,44002,3.706,1.959,4.149
220,44202,3.706,1.959,4.149
221,44403,3.854,2.048,5.016
222,44603,3.854,2.048,5.016
223,44802,3.854,2.048,5.016
224,45002,3.818,2.037,4.562
225,45202,3.818,2.037,4.562
226,45402,3.818,2.037,4.562
227,45602,3.713,2.037,4.640
228,45802,3.631,2.070,4.596
229,46002,3.631,2.070,4.596
230,46201,3.869,2.070,4.596
231,46402,3.869,2.230,4.889
232,46602,3.869,2.230,4.889
233,46802,3.869,2.230,4.470
234,47003,3.799,2.230,4.066
235,47202,3.799,2.230,4.066
236,47402,3.799,2.230,4.231
237,47602,3.754,2.065,4.269
238,47803,3.754,2.065,4.269
239,48002,3.754,2.065,4.269
240,48202,3.754,2.136,4.716
241,48402,3.754,2.136,4.716
