tick,time,Beacon #1,Beacon #2,Beacon #3
0,201,null,null,null
1,401,10.179,13.816,3.938
2,600,15.297,13.816,3.938
3,801,15.297,13.816,3.938
4,1001,15.297,13.816,3.124
5,1201,13.537,6.773,3.124
6,1401,13.537,6.773,3.124
7,1601,12.529,6.773,3.124
8,1801,11.777,6.243,3.272
9,2001,11.777,6.243,3.272
10,2201,11.777,6.243,3.272
11,2401,9.918,6.745,3.475
12,2601,9.918,6.745,3.475
13,2801,9.918,6.745,3.475
14,3000,9.769,7.324,3.324
15,3201,9.769,7.324,3.324
16,3401,9.769,7.324,3.324
17,3601,10.052,7.324,2.018
18,3800,10.052,7.324,1.354
19,4000,10.052,7.324,1.354
20,4201,5.582,7.324,1.007
21,4401,5.582,7.324,0.813
22,4601,5.582,7.324,0.813
23,4800,5.582,7.324,0.813
24,5001,6.208,7.387,1.065
25,5201,6.208,7.387,1.065
26,5401,6.208,7.387,1.065
27,5602,6.995,6.653,1.383
28,5801,6.995,6.653,1.383
29,6002,6.995,6.653,1.383
30,6202,6.995,7.098,1.705
31,6401,6.406,7.098,1.705
32,6601,6.406,7.098,1.705
33,6801,6.406,7.098,1.705
34,7001,6.611,7.098,1.705
35,7201,6.611,7.098,1.705
36,7401,6.611,7.098,1.705
37,7601,6.611,7.098,2.016
38,7802,6.611,7.098,2.016
39,8001,6.611,7.098,2.016
40,8201,6.611,6.615,2.305
41,8402,6.611,6.615,2.305
42,8602,6.611,6.615,2.305
43,8802,6.611,6.646,2.393
44,9002,6.611,6.646,2.393
45,9202,6.611,6.646,2.393
46,9401,6.611,6.646,2.644
47,9601,6.611,6.276,2.644
48,9802,6.611,6.276,2.644
49,10002,6.611,6.276,2.644
50,10202,6.611,6.774,2.863
51,10401,6.611,6.774,2.863
52,10601,6.611,6.774,2.863
53,10801,6.509,6.774,2.863
54,11001,6.509,6.774,2.863
55,11201,6.509,6.774,2.863
56,11401,6.834,6.372,2.863
57,11602,6.834,6.372,2.863
58,11802,6.834,6.372,2.863
59,12001,6.549,6.372,2.863
60,12201,6.549,6.372,2.863
61,12402,6.549,6.372,2.863
62,12601,6.549,6.372,2.863
63,12801,6.461,6.372,1.791
64,13003,6.461,6.372,1.791
65,13201,6.262,6.372,2.002
66,13402,6.232,6.320,2.002
67,13602,6.232,6.320,2.002
68,13801,6.467,6.320,2.002
69,14001,6.939,6.028,2.292
70,14201,6.939,6.028,2.292
71,14401,7.963,6.028,2.292
72,14601,7.963,6.832,2.614
73,14802,7.963,6.832,2.614
74,15002,7.963,6.832,2.614
75,15201,7.868,6.961,2.647
76,15401,7.868,6.961,2.647
77,15601,7.868,6.961,2.647
78,15800,7.892,6.646,2.866
79,16001,7.892,6.646,2.866
80,16202,7.892,6.646,2.866
81,16401,7.500,6.405,2.866
82,16602,7.500,6.093,2.866
83,16802,7.500,6.093,2.866
84,17001,7.500,6.098,2.916
85,17202,7.500,6.098,2.916
86,17401,7.500,6.098,2.916
87,17601,7.500,6.098,2.916
88,17801,7.654,5.469,3.249
89,18002,7.654,5.469,3.249
90,18202,7.654,5.469,3.249
91,18401,7.319,5.648,3.377
92,18601,7.319,5.648,3.377
93,18802,7.319,5.648,3.377
94,19001,7.506,6.280,3.324
95,19201,7.817,6.280,3.324
96,19401,7.817,6.280,3.324
97,19602,7.596,5.877,3.439
98,19803,7.576,5.924,3.534
99,20002,7.576,5.924,3.534
100,20202,7.576,5.924,3.534
101,20401,7.576,6.210,3.696
102,20601,7.576,6.210,3.696
103,20801,7.576,6.210,3.492
104,21002,8.719,6.210,3.337
105,21201,8.719,6.210,3.337
106,21401,8.719,6.210,3.337
107,21601,8.993,5.944,3.337
108,21801,8.993,5.944,3.337
109,22002,8.993,5.944,3.337
110,22201,9.219,5.944,3.370
111,22400,9.219,5.944,3.370
112,22602,9.219,5.944,3.370
113,22801,9.219,5.979,3.169
114,23002,9.219,5.979,3.169
115,23201,9.219,5.979,3.169
116,23401,9.219,5.766,3.169
117,23602,9.794,5.766,3.310
118,23802,9.794,5.766,3.310
119,24002,9.794,5.766,3.310
120,24201,8.268,5.890,3.310
121,24402,8.268,5.890,3.310
122,24602,8.268,5.890,3.310
123,24802,8.796,5.815,3.197
124,25001,8.796,5.815,3.197
125,25201,8.796,5.815,3.197
126,25400,8.796,5.815,3.511
127,25601,8.796,5.756,3.511
128,25802,8.796,5.756,3.511
129,26002,8.180,6.069,3.677
130,26202,7.718,6.078,3.815
131,26402,7.718,6.078,3.815
132,26601,8.325,6.078,3.815
133,26801,8.845,5.963,3.582
134,27002,8.845,5.963,3.582
135,27201,8.845,5.873,3.582
136,27401,10.556,5.685,3.650
137,27601,10.556,5.685,3.650
138,27801,10.556,5.685,3.650
139,28001,9.660,5.685,2.279
140,28202,9.660,5.685,2.279
141,28401,9.660,5.685,2.279
142,28601,9.962,5.685,2.279
143,28802,9.962,5.685,2.279
144,29001,9.962,5.685,2.279
145,29201,9.962,5.538,2.542
146,29401,9.962,5.538,2.542
147,29602,9.962,5.538,2.542
148,29801,9.962,5.538,2.542
149,30002,9.222,5.424,2.775
150,30202,9.222,5.424,2.775
151,30401,9.222,5.424,2.775
152,30601,9.999,5.444,2.776
153,30801,9.999,5.444,2.776
154,31002,9.999,5.444,2.776
155,31201,11.233,5.242,3.047
156,31402,11.233,5.242,3.047
157,31602,11.233,5.242,3.047
158,31801,9.947,5.298,3.283
159,32002,9.947,5.298,3.283
160,32201,9.947,5.298,3.283
161,32402,10.199,5.342,3.176
162,32601,10.195,5.342,3.022
163,32801,10.195,5.342,3.022
164,33001,10.195,5.060,3.022
165,33201,10.615,5.255,3.261
166,33402,10.615,5.255,3.261
167,33602,10.615,5.255,3.261
168,33801,9.507,5.529,3.261
169,34002,9.507,5.529,3.261
170,34201,9.507,5.529,3.261
171,34401,8.189,5.972,3.159
172,34602,8.189,5.972,3.159
173,34802,8.189,5.972,3.159
174,35000,7.267,5.690,3.379
175,35201,7.267,5.690,3.379
176,35401,7.267,5.690,3.379
177,35601,7.617,5.690,3.379
178,35801,7.617,5.690,3.379
179,36001,7.617,5.690,3.379
180,36201,6.858,5.892,3.250
181,36402,6.858,5.936,3.250
182,36602,6.858,5.936,3.250
183,36802,6.858,5.936,3.250
184,37002,6.858,5.505,3.631
185,37202,6.858,5.505,3.631
186,37401,6.858,5.505,3.631
187,37601,8.612,5.398,3.631
188,37802,8.612,5.398,3.631
189,38002,8.612,5.398,3.631
190,38200,8.612,5.765,3.440
191,38401,8.612,5.765,3.440
192,38602,8.612,5.765,3.440
193,38801,9.088,5.488,3.617
194,39002,9.487,5.488,3.617
195,39201,9.487,5.488,3.617
196,39400,9.487,5.488,3.617
197,39602,8.869,5.608,3.765
198,39802,8.869,5.608,3.765
199,40002,8.869,5.608,3.765
200,40202,8.869,5.608,3.627
201,40401,8.869,5.608,3.627
202,40601,8.869,5.608,3.627
203,40801,9.304,5.578,3.774
204,41001,9.304,5.578,3.774
205,41201,9.304,5.578,3.774
206,41401,8.732,5.567,3.895
207,41601,8.732,5.567,3.895
208,41801,8.299,5.673,4.089
209,42001,8.299,5.673,3.875
210,42201,8.299,5.673,3.875
211,42401,8.299,5.673,3.875
212,42601,8.471,5.673,3.875
213,42801,8.611,5.530,3.898
214,43001,8.611,5.530,3.898
215,43202,8.611,5.530,3.898
216,43401,8.376,5.529,4.352
217,43601,8.376,5.529,4.352
218,43801,8.376,5.529,4.352
219,44000,8.533,5.876,4.073
220,44201,8.533,5.876,4.073
221,44401,8.533,5.876,4.073
222,44601,7.823,5.876,4.140
223,44802,7.823,5.687,4.140
224,45002,7.823,5.687,4.140
225,45201,7.447,5.687,4.140
226,45401,7.447,5.654,4.294
227,45601,7.447,5.654,4.294
228,45801,7.447,5.654,4.294
