coordX,coordY
0.0,0.0
0.0,0.0
-4.7535108E-5,0.0016394585
-4.7535108E-5,0.0016394585
-4.7535108E-5,0.0016394585
-4.7535108E-5,0.0016394585
-4.7535108E-5,0.0016394585
-4.5629987E-4,0.009356276
-4.5629987E-4,0.009356276
-4.5629987E-4,0.009356276
-4.5629987E-4,0.009356276
-4.5629987E-4,0.009356276
-0.0019688744,0.02624464
-0.0019688744,0.02624464
-0.0019688744,0.02624464
-0.0019688744,0.02624464
-0.0019688744,0.02624464
-0.0019688744,0.02624464
-0.0052744555,0.051355325
-0.0052744555,0.051355325
-0.0052744555,0.051355325
-0.0052744555,0.051355325
-0.0052744555,0.051355325
-0.010151704,0.08228245
-0.010151704,0.08228245
-0.010151704,0.08228245
-0.010151704,0.08228245
-0.010151704,0.08228245
-0.016448554,0.12085863
-0.016448554,0.12085863
-0.016448554,0.12085863
-0.016448554,0.12085863
-0.016448554,0.12085863
-0.016448554,0.12085863
-0.024167543,0.16728412
-0.024167543,0.16728412
-0.024167543,0.16728412
-0.024167543,0.16728412
-0.024167543,0.16728412
-0.03252506,0.21898487
-0.03252506,0.21898487
-0.03252506,0.21898487
-0.03252506,0.21898487
-0.03252506,0.21898487
-0.03252506,0.21898487
-0.04067081,0.27312997
-0.04067081,0.27312997
-0.04067081,0.27312997
-0.04067081,0.27312997
-0.04067081,0.27312997
-0.047710184,0.33500004
-0.047710184,0.33500004
-0.047710184,0.33500004
-0.047710184,0.33500004
-0.047710184,0.33500004
-0.051992875,0.4030445
-0.051992875,0.4030445
-0.051992875,0.4030445
-0.051992875,0.4030445
-0.051992875,0.4030445
-0.05430691,0.47865617
-0.05430691,0.47865617
-0.05430691,0.47865617
-0.05430691,0.47865617
-0.05430691,0.47865617
-0.05430691,0.47865617
-0.057384443,0.5572784
-0.057384443,0.5572784
-0.057384443,0.5572784
-0.057384443,0.5572784
-0.057384443,0.5572784
-0.057384443,0.5572784
-0.0598291,0.64399886
-0.0598291,0.64399886
-0.0598291,0.64399886
-0.0598291,0.64399886
-0.0613346,0.7375371
-0.0613346,0.7375371
-0.0613346,0.7375371
-0.0613346,0.7375371
-0.0613346,0.7375371
-0.0613346,0.7375371
-0.063317575,0.8341615
-0.063317575,0.8341615
-0.063317575,0.8341615
-0.063317575,0.8341615
-0.063317575,0.8341615
-0.063317575,0.8341615
-0.06779554,0.9354955
-0.06779554,0.9354955
