rssi,rssiKarman,distance
-60,-60.000,2.182
-60,-60.000,2.182
-63,-60.600,2.362
-61,-60.680,2.387
-63,-61.144,2.537
-63,-61.515,2.664
-63,-61.812,2.770
-60,-61.450,2.641
-59,-60.960,2.476
-59,-60.568,2.352
-63,-61.054,2.507
-59,-60.643,2.375
-63,-61.115,2.527
-70,-62.892,3.192
-61,-62.513,3.037
-61,-62.211,2.919
-61,-61.969,2.827
-62,-61.975,2.830
-62,-61.980,2.832
-61,-61.784,2.759
-71,-63.627,3.516
-67,-64.302,3.843
-62,-63.841,3.617
-59,-62.873,3.184
-61,-62.498,3.031
-62,-62.399,2.992
-70,-63.919,3.654
-59,-62.935,3.211
-58,-61.948,2.820
-64,-62.359,2.976
-68,-63.487,3.452
-59,-62.589,3.068
-60,-62.072,2.866
-63,-62.257,2.937
-67,-63.206,3.327
-59,-62.365,2.978
-59,-61.692,2.726
-64,-62.153,2.897
-67,-63.123,3.291
-61,-62.698,3.112
-66,-63.359,3.394
-67,-64.087,3.735
-61,-63.469,3.444
-65,-63.776,3.586
-65,-64.020,3.703
-88,-68.816,6.958
-58,-66.653,5.235
-62,-65.722,4.632
-62,-64.978,4.200
-74,-66.782,5.325
-58,-65.026,4.226
-75,-67.021,5.494
-60,-65.617,4.568
-68,-66.093,4.863
-64,-65.675,4.603
-64,-65.340,4.405
-64,-65.072,4.252
-67,-65.457,4.473
-64,-65.166,4.305
-65,-65.133,4.286
-71,-66.306,5.001
-64,-65.845,4.707
-64,-65.476,4.484
-62,-64.781,4.092
-65,-64.825,4.116
-67,-65.260,4.358
-60,-64.208,3.795
-74,-66.166,4.910
-64,-65.733,4.638
-60,-64.586,3.989
-68,-65.269,4.364
-61,-64.415,3.900
-73,-66.132,4.888
-72,-67.306,5.704
-62,-66.245,4.961
-62,-65.396,4.437
-60,-64.317,3.850
-72,-65.853,4.712
-71,-66.883,5.395
-67,-66.906,5.412
-63,-66.125,4.884
-63,-65.500,4.498
-65,-65.400,4.440
-67,-65.720,4.630
-65,-65.576,4.544
-64,-65.261,4.359
-68,-65.809,4.685
-64,-65.447,4.467
-64,-65.158,4.300
-67,-65.526,4.514
-67,-65.821,4.692
-62,-65.057,4.244
-65,-65.045,4.237
-68,-65.636,4.580
-64,-65.309,4.387
-66,-65.447,4.467
-63,-64.958,4.189
-67,-65.366,4.420
-67,-65.693,4.614
-62,-64.954,4.187
-72,-66.363,5.039
-79,-68.891,7.026
avg(rssi),avg(rssiKalman),avg(distance)
-64.52941176470588,-64.18078431372548,3.9084215686274515
stdev(rssi),stdev(rssiKalman),stdev(distance)
4.809520546714961,1.9741577733969857,0.9894889593680487
