rssi,rssiKarman,distance
-65,-65.000,4.212
-67,-65.400,4.440
-69,-66.120,4.880
-68,-66.496,5.128
-64,-65.997,4.802
-68,-66.397,5.062
-68,-66.718,5.280
-68,-66.974,5.461
-64,-66.379,5.050
-68,-66.704,5.270
-69,-67.163,5.598
-63,-66.330,5.017
-65,-66.064,4.845
-67,-66.251,4.966
-66,-66.201,4.933
-70,-66.961,5.451
-70,-67.569,5.905
-68,-67.655,5.972
-68,-67.724,6.027
-69,-67.979,6.232
-70,-68.383,6.572
-63,-67.307,5.705
-67,-67.245,5.659
-67,-67.196,5.623
-70,-67.757,6.053
-63,-66.806,5.341
-67,-66.844,5.368
-68,-67.076,5.534
-67,-67.060,5.523
-71,-67.848,6.126
-68,-67.879,6.150
-67,-67.703,6.010
-68,-67.762,6.057
-63,-66.810,5.344
-67,-66.848,5.371
-67,-66.878,5.392
-68,-67.103,5.554
-63,-66.282,4.986
-66,-66.226,4.949
-64,-65.781,4.667
-68,-66.224,4.948
-72,-67.380,5.760
-71,-68.104,6.335
-67,-67.883,6.154
-71,-68.506,6.680
-71,-69.005,7.132
-74,-70.004,8.134
-72,-70.403,8.572
-65,-69.323,7.436
-71,-69.658,7.772
-67,-69.126,7.247
-74,-70.101,8.238
-66,-69.281,7.396
-65,-68.425,6.608
-66,-67.940,6.200
-68,-67.952,6.210
-73,-68.961,7.092
-68,-68.769,6.914
-72,-69.415,7.528
-64,-68.332,6.528
-66,-67.866,6.140
-67,-67.693,6.002
-65,-67.154,5.591
-71,-67.923,6.187
-62,-66.739,5.294
-69,-67.191,5.619
-67,-67.153,5.590
-64,-66.522,5.146
-71,-67.418,5.789
-63,-66.534,5.154
-63,-65.827,4.696
-66,-65.862,4.718
-66,-65.890,4.735
-71,-66.912,5.416
-63,-66.129,4.886
-66,-66.103,4.870
-71,-67.083,5.539
-63,-66.266,4.975
-65,-66.013,4.812
-66,-66.010,4.811
-70,-66.808,5.343
-63,-66.047,4.834
-65,-65.837,4.702
-71,-66.870,5.386
-63,-66.096,4.865
-66,-66.077,4.853
-70,-66.861,5.380
-64,-66.289,4.990
-64,-65.831,4.699
-69,-66.465,5.107
-70,-67.172,5.605
-64,-66.538,5.156
-66,-66.430,5.084
-70,-67.144,5.584
-69,-67.515,5.863
-64,-66.812,5.346
-66,-66.650,5.233
-70,-67.320,5.715
-71,-68.056,6.295
-64,-67.245,5.658
-65,-66.796,5.334
-60,-65.437,4.461
-61,-64.549,3.970
avg(rssi),avg(rssiKalman),avg(distance)
-67.11650485436893,-67.13399029126211,5.6391456310679615
stdev(rssi),stdev(rssiKalman),stdev(distance)
2.992874939805578,1.115044398046319,0.876055717159754
