tick,time,Beacon #1,Beacon #2,Beacon #3
0,202,null,1.346,2.448
1,401,null,1.346,2.448
2,601,null,1.533,3.120
3,801,1.221,1.746,4.219
4,1003,1.221,1.746,4.219
5,1202,1.221,1.746,4.219
6,1402,0.767,1.746,5.512
7,1603,0.767,1.746,5.512
8,1802,0.767,1.746,5.512
9,2002,0.767,1.615,4.633
10,2203,0.767,1.615,4.633
11,2402,0.767,1.615,4.633
12,2602,0.798,1.821,5.789
13,2803,0.798,1.821,5.789
14,3003,0.798,1.821,5.789
15,3201,0.652,1.821,5.789
16,3402,0.554,1.759,6.734
17,3603,0.554,1.759,6.734
18,3802,0.487,1.759,6.734
19,4002,0.439,1.556,5.805
20,4203,0.439,1.556,5.805
21,4402,0.439,1.556,5.805
22,4602,0.594,1.916,6.749
23,4803,0.594,1.916,6.749
24,5002,0.594,1.916,6.749
25,5201,0.515,1.833,7.214
26,5403,0.515,1.833,7.816
27,5603,0.515,1.833,7.816
28,5802,0.418,1.723,6.540
29,6001,0.418,1.640,6.540
30,6203,0.418,1.640,6.540
31,6402,0.418,1.640,7.227
32,6602,0.492,1.796,7.227
33,6803,0.492,1.796,7.227
34,7002,0.492,1.796,7.828
35,7203,0.442,1.740,8.344
36,7402,0.442,1.740,8.344
37,7602,0.442,1.740,8.344
38,7802,0.380,1.653,5.755
39,8003,0.380,1.653,5.755
40,8204,0.380,1.653,5.755
41,8402,0.538,1.807,7.410
42,8603,0.538,1.807,7.410
43,8803,0.538,1.807,7.410
44,9002,0.476,1.748,7.986
45,9203,0.431,1.748,8.479
46,9402,0.431,1.748,8.479
47,9602,0.431,1.659,6.794
48,9803,0.398,1.659,5.691
49,10004,0.398,1.659,5.691
50,10202,0.398,1.659,5.691
51,10403,0.398,1.996,6.642
52,10603,0.398,1.996,6.642
53,10802,0.398,1.996,7.317
54,11002,0.373,1.769,7.317
55,11202,0.373,1.769,7.317
56,11403,0.373,1.769,7.317
57,11602,0.355,1.603,6.038
58,11803,0.355,1.603,6.038
59,12003,0.355,1.603,6.038
60,12203,0.444,1.674,6.038
61,12404,0.444,1.674,6.038
62,12603,0.444,1.674,6.038
63,12802,0.420,1.674,6.038
64,13004,0.420,1.645,6.600
65,13203,0.420,1.645,6.600
66,13402,0.420,1.539,6.600
67,13603,0.390,1.499,5.560
68,13802,0.390,1.499,5.560
69,14003,0.390,1.499,5.560
70,14203,0.564,1.586,6.868
71,14403,0.564,1.586,6.868
72,14602,0.564,1.586,6.868
73,14802,0.493,1.586,7.315
74,15002,0.493,1.586,7.315
75,15203,0.493,1.586,7.315
76,15402,0.444,1.535,6.037
77,15603,0.407,1.535,6.037
78,15802,0.407,1.535,6.037
79,16002,0.407,1.616,6.037
80,16203,0.496,1.616,6.779
81,16402,0.496,1.616,6.779
82,16603,0.496,1.616,6.779
83,16802,0.445,1.599,7.437
84,17003,0.445,1.599,7.437
85,17202,0.445,1.599,7.437
86,17401,0.409,1.545,6.118
87,17603,0.409,1.545,6.118
